Date,Open,High,Low,Close,Volume,Adj Close
2019-01-04,1320,1380,1300,1340,179739,1340
2018-01-31,1080,1080,1035,1065,93410,1065
2018-01-30,1050,1080,1050,1075,96879,1075
2018-01-29,1050,1075,1050,1060,219344,1060
2018-01-26,1050,1075,1030,1055,108758,1055
2018-01-25,1045,1055,1025,1035,104579,1035
2018-01-24,1025,1050,1015,1045,100245,1045
2018-01-23,1015,1035,1015,1025,41032,1025
2018-01-22,1040,1040,1015,1015,39415,1015
2018-01-19,1030,1035,1015,1025,70134,1025
2018-01-18,1035,1040,1015,1020,68215,1020
2018-01-17,1025,1030,1010,1025,129174,1025
2018-01-16,1005,1080,1005,1020,486941,1020
2018-01-15,1010,1020,1005,1005,90365,1005
2018-01-12,1020,1030,1010,1010,182473,1010
2018-01-11,1030,1035,1015,1025,104004,1025
2018-01-10,1075,1075,1010,1020,261919,1020
2018-01-09,1085,1090,1060,1075,83715,1075
2018-01-08,1060,1110,1040,1065,202355,1065
2018-01-05,1030,1065,1010,1060,210971,1060
2018-01-04,1045,1050,1020,1040,124867,1040
