Date,Open,High,Low,Close,Volume,Adj Close
2019-01-17,3735,3905,3695,3905,825422,3905
2018-01-31,2510,3190,2510,2950,8126337,2950
2018-01-30,2310,2500,2255,2500,913132,2500
2018-01-29,2230,2330,2200,2310,933589,2310
2018-01-26,2150,2285,2115,2185,1317474,2185
2018-01-25,2030,2210,2015,2135,1057448,2135
2018-01-24,2100,2100,2010,2015,450852,2015
2018-01-23,1970,2100,1955,2070,702460,2070
2018-01-22,1940,1985,1930,1960,181673,1960
2018-01-19,1940,2050,1925,1925,604373,1925
2018-01-18,1925,1945,1880,1920,209892,1920
2018-01-17,1945,1970,1905,1925,236315,1925
