date,open,high,low,close,volume,adjclose
2020-09-28,3420,3525,3365,3500,62018,3500
2020-09-25,3475,3570,3415,3430,59925,3430
2020-09-24,3505,3510,3340,3505,202300,3505
2020-09-23,3430,3520,3340,3505,41206,3505
2020-09-22,3555,3585,3400,3425,72059,3425
2020-09-21,3475,3610,3415,3560,170598,3560
2020-09-18,3355,3495,3315,3490,110355,3490
2020-09-17,3430,3455,3305,3355,19238,3355
2020-09-16,3460,3460,3395,3430,39155,3430
2020-09-15,3425,3510,3390,3460,88750,3460
2020-09-14,3320,3485,3285,3420,93348,3420
2020-09-11,3245,3360,3240,3320,63396,3320
2020-09-10,3225,3250,3215,3240,35471,3240
2020-09-09,3160,3230,3160,3225,17804,3225
2020-09-08,3210,3280,3175,3195,73410,3195
2020-09-04,3100,3220,3080,3190,34824,3190
2020-09-03,3200,3200,3150,3150,27992,3150
2020-09-02,3195,3205,3150,3160,12441,3160
2020-09-01,3145,3200,3135,3165,21416,3165
2020-08-31,3165,3220,3145,3145,18234,3145
2020-08-28,3170,3225,3160,3160,23596,3160
2020-08-27,3165,3215,3130,3205,34314,3205
2020-08-26,3185,3235,3120,3205,13163,3205
2020-08-25,3170,3235,3155,3185,8183,3185
2020-08-24,3115,3245,3115,3150,24370,3150
2020-08-21,3160,3215,3090,3130,15388,3130
2020-08-20,3160,3210,3110,3170,35718,3170
2020-08-19,3170,3220,3150,3210,20694,3210
2020-08-18,3205,3265,3140,3160,51161,3160
2020-08-17,3205,3205,3205,3205,0,3205
