date,open,high,low,close,volume,adjclose
2020-09-02,119800,121600,118100,118800,44936,118800
2020-09-01,116700,119800,115200,119300,58200,119300
2020-08-31,114400,118400,114100,117000,69613,117000
2020-08-28,112200,114800,112200,113500,38420,113500
2020-08-27,112400,113300,110400,111900,38657,111900
2020-08-26,114300,114500,111300,112400,22080,112400
2020-08-25,111900,114800,111300,114100,29949,114100
2020-08-24,111300,112500,109900,111800,22122,111800
2020-08-21,110700,112900,109200,111300,27459,111300
2020-08-20,112000,112500,109000,109100,35299,109100
2020-08-19,111900,113900,111400,113600,26372,113600
2020-08-18,115700,116200,111200,111900,55667,111900
2020-08-17,115300,115300,115300,115300,0,115300
2020-08-14,114400,115800,113800,115300,34323,115300
2020-08-13,115600,116300,114000,114000,36279,114000
2020-08-12,114800,114800,112200,114100,31545,114100
2020-08-11,114300,114900,113500,114300,41818,114300
2020-08-10,111900,113200,110000,113100,51400,113100
2020-08-07,112800,113400,109100,109700,42522,109700
2020-08-06,111400,112600,109200,111500,36469,111500
2020-08-05,108200,111200,108100,110700,30698,110700
2020-08-04,106000,108300,105700,108100,27058,108100
2020-08-03,106100,106800,106000,106000,13445,106000
2020-07-31,107800,107800,105900,106000,32913,106000
2020-07-30,107500,108400,107000,107300,19356,107300
2020-07-29,108000,108000,106400,107700,18397,107700
2020-07-28,106400,108100,106300,107700,14290,107700
2020-07-27,106500,107400,106000,106300,11104,106300
2020-07-24,106500,107600,106000,106500,13687,106500
2020-07-23,107100,107700,106100,106500,16877,106500
