date,open,high,low,close,volume,adjclose
2020-09-23,33300,33750,27450,30000,5060264,30000
2020-09-22,32000,32400,30500,32000,2593982,32000
2020-09-21,31300,32900,31050,32600,3172380,32600
2020-09-18,30150,31800,29500,31800,2366988,31800
2020-09-17,32000,32900,30550,30800,4017815,30800
2020-09-16,29600,31950,29000,31900,4835616,31900
2020-09-15,29100,30500,27900,29800,2275980,29800
2020-09-14,30000,30000,28600,28900,1064859,28900
2020-09-11,30200,30500,29250,29800,1465285,29800
2020-09-10,29350,32250,28850,30500,5215559,30500
2020-09-09,28800,29950,27800,28900,3017920,28900
2020-09-08,33500,33550,30200,30350,4246561,30350
2020-09-04,32400,36100,31300,32800,10126065,32800
2020-09-03,30900,35500,30250,34350,29593123,34350
2020-09-02,27200,29900,26350,29700,9499978,29700
2020-09-01,25750,30350,25050,26800,19661832,26800
2020-08-31,26600,27300,25600,26150,3673748,26150
2020-08-28,28350,28700,26300,26750,4594566,26750
2020-08-27,27000,31000,25550,28250,19366316,28250
2020-08-26,30550,30600,27100,27650,9165175,27650
2020-08-25,28350,32450,27300,30200,22740509,30200
2020-08-24,32900,33350,24800,29150,32473054,29150
2020-08-21,58600,62900,34850,34850,23186260,34850
2020-08-20,49750,49750,49750,49750,0,49750
2020-08-19,43250,49750,43200,49750,8665246,49750
2020-08-18,33500,38350,31000,38300,11263045,38300
2020-08-17,29500,29500,29500,29500,0,29500
2020-08-14,25500,29500,23550,29500,12293430,29500
2020-08-13,22700,22700,22700,22700,0,22700
2020-08-12,21200,24850,19800,22700,9988312,22700
