date,open,high,low,close,volume,adjclose
2020-08-18,3700,3745,3370,3450,564871,3450
2020-08-14,3945,3975,3675,3755,850822,3755
2020-08-13,4150,4150,3900,3945,913189,3945
2020-08-12,3860,4200,3700,4170,1941525,4170
2020-08-11,3990,4030,3800,3830,496658,3830
2020-08-10,3850,4040,3770,3970,982846,3970
2020-08-07,3885,3940,3755,3850,475783,3850
2020-08-06,3685,3875,3685,3835,437161,3835
2020-08-05,3725,3785,3660,3710,326840,3710
2020-08-04,3890,3890,3720,3755,498223,3755
2020-08-03,3795,4090,3760,3900,2003846,3900
2020-07-31,3520,3845,3460,3795,2675074,3795
2020-07-30,3515,3555,3450,3495,115689,3495
2020-07-29,3425,3525,3375,3515,215570,3515
2020-07-28,3350,3420,3350,3410,124630,3410
2020-07-27,3355,3425,3290,3350,239147,3350
2020-07-24,3520,3520,3305,3390,375171,3390
2020-07-23,3540,3580,3430,3485,307218,3485
2020-07-22,3460,3590,3460,3565,264321,3565
2020-07-21,3590,3650,3515,3540,279698,3540
2020-07-20,3565,3600,3445,3515,281004,3515
2020-07-17,3630,3675,3540,3565,300967,3565
2020-07-16,3655,3805,3580,3625,554279,3625
2020-07-15,3640,3675,3575,3640,266312,3640
2020-07-14,3680,3710,3570,3640,376736,3640
2020-07-13,3690,3750,3630,3720,310688,3720
2020-07-10,3660,3790,3565,3675,545609,3675
2020-07-09,3505,3710,3455,3690,614261,3690
2020-07-08,3600,3600,3495,3505,301057,3505
