Date,Open,High,Low,Close,Volume,Adj Close
2019-01-10,4585,4750,4520,4695,185942,4695
2018-01-31,7130,7410,6930,7410,1709209,7410
2018-01-30,6730,7680,6680,7230,7441721,7230
2018-01-29,6250,6870,6250,6680,3365974,6680
2018-01-26,6390,6460,6250,6280,717731,6280
2018-01-25,6620,6700,6290,6330,1323835,6330
2018-01-24,6240,6550,6160,6550,2023902,6550
2018-01-23,6290,6330,6150,6240,648158,6240
2018-01-22,6240,6430,6140,6300,524943,6300
2018-01-19,6210,6630,6210,6300,2350691,6300
2018-01-18,6270,6270,6120,6230,555895,6230
2018-01-17,6160,6240,5980,6240,1127837,6240
2018-01-16,6300,6500,6180,6200,1114328,6200
2018-01-15,6170,6380,6100,6310,1004584,6310
2018-01-12,6100,6400,5950,6170,2173101,6170
2018-01-11,5880,6140,5850,6040,709027,6040
2018-01-10,6080,6200,5780,5900,845956,5900
