Date,Open,High,Low,Close,Volume,Adj Close
2019-01-17,85900,87300,85900,86900,7273,86900
2018-01-31,137000,148500,137000,144700,15236,144700
2018-01-30,136300,138900,135800,137000,8345,137000
2018-01-29,143500,148700,135000,138900,11545,138900
2018-01-26,138100,143000,137700,143000,13042,143000
2018-01-25,131400,137700,131400,137700,11669,137700
2018-01-24,133800,134000,131600,133500,11273,133500
2018-01-23,133500,133800,131000,133500,5572,133500
2018-01-22,131800,133400,129000,133300,6721,133300
2018-01-19,130900,131900,129000,131400,9539,131400
2018-01-18,131500,131500,127900,130800,9446,130800
2018-01-17,131000,131000,127700,130900,7692,130900
