Date,Open,High,Low,Close,Volume,Adj Close
2019-01-14,4020,4025,3885,3980,27147,3980
2018-01-31,7140,7140,6980,7030,54946,7030
2018-01-30,7210,7240,7030,7150,71471,7150
2018-01-29,7280,7290,7020,7210,145226,7210
2018-01-26,7180,7600,6950,7170,606834,7170
2018-01-25,6460,6770,6460,6770,119930,6770
2018-01-24,6470,6530,6450,6460,41015,6460
2018-01-23,6450,6550,6320,6530,50358,6530
2018-01-22,6550,6550,6300,6400,55030,6400
2018-01-19,6420,6600,6330,6540,82102,6540
2018-01-18,6230,6480,6190,6400,88842,6400
2018-01-17,6180,6250,6140,6240,41575,6240
2018-01-16,6110,6190,6050,6140,26038,6140
2018-01-15,6130,6270,6080,6110,38772,6110
