date,open,high,low,close,volume,adjclose
2020-12-22,5920,6030,5680,5700,81598,5700
2020-12-21,5750,5990,5680,5920,87955,5920
2020-12-18,5670,5760,5670,5750,23630,5750
2020-12-17,5740,5740,5570,5670,20714,5670
2020-12-16,5600,5700,5600,5700,23767,5700
2020-12-15,5660,5710,5570,5600,29660,5600
2020-12-14,5720,5720,5600,5660,19516,5660
2020-12-11,5630,5750,5520,5720,33795,5720
2020-12-10,5670,5670,5560,5630,10404,5630
2020-12-09,5610,5670,5580,5670,20022,5670
2020-12-08,5600,5670,5550,5610,18618,5610
2020-12-07,5700,5750,5580,5600,23754,5600
2020-12-04,5760,5830,5600,5700,77929,5700
2020-12-03,5700,5820,5590,5760,68779,5760
2020-12-02,5520,6050,5490,5700,318649,5700
2020-12-01,5500,5570,5470,5520,15119,5520
2020-11-30,5590,5660,5450,5500,63221,5500
2020-11-27,5510,5650,5440,5590,34823,5590
2020-11-25,5590,5620,5440,5460,32661,5460
2020-11-24,5590,5730,5510,5590,20109,5590
2020-11-23,5690,5690,5560,5590,20250,5590
2020-11-20,5650,5690,5550,5590,19536,5590
2020-11-19,5430,5670,5340,5650,84428,5650
2020-11-18,5400,5450,5350,5430,17034,5430
2020-11-17,5450,5450,5360,5410,22366,5410
2020-11-16,5420,5430,5370,5420,21402,5420
2020-11-13,5380,5460,5340,5400,12393,5400
2020-11-12,5430,5430,5320,5410,10977,5410
2020-11-11,5400,5450,5360,5430,16800,5430
