date,open,high,low,close,volume,adjclose
2020-09-25,3630,3755,3630,3725,22545,3725
2020-09-24,3850,3850,3615,3685,54401,3685
2020-09-23,3850,3900,3800,3850,37744,3850
2020-09-22,3955,4000,3800,3850,53491,3850
2020-09-21,4060,4060,3920,3955,59079,3955
2020-09-18,4080,4085,3990,4065,36240,4065
2020-09-17,4125,4150,4000,4080,55184,4080
2020-09-16,4085,4160,4080,4135,66845,4135
2020-09-15,4130,4130,4050,4085,40191,4085
2020-09-14,4050,4130,4050,4110,41080,4110
2020-09-11,4050,4125,4050,4065,27759,4065
2020-09-10,4100,4150,4035,4100,51800,4100
2020-09-09,4105,4180,4040,4100,50653,4100
2020-09-08,4170,4200,4125,4175,52743,4175
2020-09-04,4080,4120,4025,4110,49352,4110
2020-09-03,4240,4245,4170,4205,33657,4205
2020-09-02,4200,4270,4140,4240,59923,4240
2020-09-01,4100,4150,4070,4135,33840,4135
2020-08-31,4070,4200,4040,4100,49891,4100
2020-08-28,4040,4175,4030,4065,54439,4065
2020-08-27,4160,4290,4030,4050,123677,4050
2020-08-26,4300,4300,4055,4200,55106,4200
2020-08-25,4100,4260,4100,4250,49551,4250
2020-08-24,4270,4270,4050,4130,63990,4130
2020-08-21,4360,4475,4230,4270,66985,4270
2020-08-20,4680,4680,4075,4360,394398,4360
2020-08-19,4250,4610,4200,4590,173822,4590
2020-08-18,4580,4600,4160,4245,188021,4245
2020-08-17,4695,4695,4695,4695,0,4695
2020-08-14,4575,4845,4555,4695,304728,4695
