date,open,high,low,close,volume,adjclose
2020-09-28,27000,28300,27000,28300,51199,28300
2020-09-25,27250,27500,26900,26950,56254,26950
2020-09-24,27200,28050,27000,27250,87545,27250
2020-09-23,27600,27950,27450,27650,46941,27650
2020-09-22,27850,28250,27500,27600,84779,27600
2020-09-21,28300,28500,27850,28000,50925,28000
2020-09-18,28150,28400,28000,28300,28484,28300
2020-09-17,29100,29100,28150,28150,63135,28150
2020-09-16,29050,29150,28700,28800,46734,28800
2020-09-15,29400,29400,28800,28850,62640,28850
2020-09-14,28850,29100,28500,29100,109401,29100
2020-09-11,27750,28400,27600,28400,91693,28400
2020-09-10,28100,28350,27650,27800,97841,27800
2020-09-09,27800,28300,27750,28000,73873,28000
2020-09-08,28150,29100,28150,28300,100034,28300
2020-09-04,27750,28450,27750,28300,83433,28300
2020-09-03,28950,28950,28450,28650,77697,28650
2020-09-02,28450,28850,28200,28600,63502,28600
2020-09-01,28700,28750,28300,28400,55337,28400
2020-08-31,29000,29150,28300,28400,49245,28400
2020-08-28,28100,29250,28100,28650,103668,28650
2020-08-27,28600,29000,27950,28050,105017,28050
2020-08-26,29600,29700,28550,28750,124922,28750
2020-08-25,28750,29950,28700,29700,74671,29700
2020-08-24,28150,29000,28000,28900,44776,28900
2020-08-21,28200,29100,28000,28400,67084,28400
2020-08-20,29500,29700,27600,28200,148163,28200
2020-08-19,30000,30350,28800,29500,156397,29500
2020-08-18,31750,32000,29550,30000,193805,30000
2020-08-17,32250,32250,32250,32250,0,32250
