date,open,high,low,close,volume,adjclose
2020-09-28,1680,1765,1555,1740,1535908,1740
2020-09-25,1515,1635,1475,1630,1108540,1630
2020-09-24,1625,1665,1500,1530,948102,1530
2020-09-23,1595,1700,1570,1665,1141157,1665
2020-09-22,1505,1670,1420,1630,2578031,1630
2020-09-21,1485,1555,1430,1460,552877,1460
2020-09-18,1485,1525,1430,1490,356215,1490
2020-09-17,1485,1500,1445,1500,135268,1500
2020-09-16,1490,1530,1450,1475,247984,1475
2020-09-15,1485,1530,1480,1485,298545,1485
2020-09-14,1560,1590,1480,1495,336724,1495
2020-09-11,1450,1525,1420,1525,385821,1525
2020-09-10,1455,1500,1390,1460,278245,1460
2020-09-09,1460,1535,1440,1445,484268,1445
2020-09-08,1375,1535,1360,1480,772165,1480
2020-09-04,1465,1500,1370,1420,421287,1420
2020-09-03,1455,1515,1455,1485,261607,1485
2020-09-02,1400,1465,1355,1455,225188,1455
2020-09-01,1490,1510,1380,1390,319937,1390
2020-08-31,1595,1595,1440,1490,361118,1490
2020-08-28,1520,1620,1485,1505,506809,1505
2020-08-27,1500,1545,1455,1520,233611,1520
2020-08-26,1540,1660,1460,1500,1097549,1500
2020-08-25,1460,1575,1460,1505,313194,1505
2020-08-24,1515,1560,1365,1460,364723,1460
2020-08-21,1500,1605,1495,1530,886574,1530
2020-08-20,1370,1560,1365,1515,1765088,1515
2020-08-19,1265,1440,1240,1380,538852,1380
2020-08-18,1220,1340,1185,1270,389254,1270
2020-08-17,1230,1230,1230,1230,0,1230
