date,open,high,low,close,volume,adjclose
2020-07-31,6760,6770,6600,6700,257992,6700
2020-07-30,6680,6800,6570,6690,430349,6690
2020-07-29,6570,6680,6500,6590,355564,6590
2020-07-28,6450,6550,6420,6500,174531,6500
2020-07-27,6250,6660,6250,6500,393332,6500
2020-07-24,6340,6450,6290,6340,164933,6340
2020-07-23,6420,6460,6300,6430,188078,6430
2020-07-22,6530,6530,6390,6430,198657,6430
2020-07-21,6610,6610,6470,6490,148973,6490
2020-07-20,6570,6620,6500,6580,125732,6580
2020-07-17,6580,6680,6460,6620,155392,6620
2020-07-16,6430,6800,6400,6590,426954,6590
2020-07-15,6290,6540,6290,6430,274090,6430
2020-07-14,6250,6280,6180,6280,174325,6280
2020-07-13,6390,6390,6210,6270,243408,6270
2020-07-10,6310,6400,6270,6330,114168,6330
2020-07-09,6490,6490,6180,6380,201268,6380
2020-07-08,6360,6500,6310,6470,117126,6470
2020-07-07,6570,6600,6340,6350,195978,6350
2020-07-06,6640,6650,6450,6520,155721,6520
2020-07-02,6210,6520,6200,6490,289528,6490
2020-07-01,6370,6370,6170,6190,122968,6190
2020-06-30,6340,6350,6240,6300,165142,6300
2020-06-29,6340,6440,6160,6250,262103,6250
2020-06-26,6420,6500,6390,6410,153699,6410
2020-06-25,6550,6640,6370,6420,280719,6420
2020-06-24,6660,6780,6600,6630,192368,6630
2020-06-23,6750,6780,6510,6670,192462,6670
2020-06-22,6740,6780,6630,6690,137761,6690
2020-06-19,6850,6860,6650,6750,167782,6750
