Date,Open,High,Low,Close,Volume,Adj Close
2019-01-16,10800,11050,10700,11000,85568,11000
2018-01-31,12850,13100,12800,12800,68398,12800
2018-01-30,13200,13200,12750,13000,100745,13000
2018-01-29,13300,13300,12950,13200,87055,13200
2018-01-26,13050,13350,13000,13250,102653,13250
2018-01-25,13000,13100,12850,13000,50192,13000
2018-01-24,12850,13150,12650,13000,112374,13000
2018-01-23,12800,12900,12650,12700,62094,12700
2018-01-22,12600,12850,12450,12700,77666,12700
2018-01-19,12850,13100,12600,12650,98040,12650
2018-01-18,12950,13000,12600,12800,137490,12800
2018-01-17,13300,13350,12850,12900,138638,12900
2018-01-16,13000,13250,12900,13150,141135,13150
