date,open,high,low,close,volume,adjclose
2020-09-22,5120,5180,4985,4995,2284682,4995
2020-09-21,5310,5440,5140,5220,1589824,5220
2020-09-18,5320,5410,5260,5330,1234252,5330
2020-09-17,5380,5400,5240,5290,1614576,5290
2020-09-16,5570,5580,5400,5420,2151411,5420
2020-09-15,5710,5720,5520,5560,2225621,5560
2020-09-14,5640,5780,5610,5630,4125827,5630
2020-09-11,5610,5670,5460,5560,3205456,5560
2020-09-10,5370,5650,5360,5640,9185204,5640
2020-09-09,5290,5380,5200,5290,2125069,5290
2020-09-08,5200,5430,5200,5400,4196393,5400
2020-09-04,4965,5210,4955,5160,2391163,5160
2020-09-03,5340,5490,5290,5310,3346603,5310
2020-09-02,5310,5380,5170,5210,2292509,5210
2020-09-01,4990,5250,4950,5210,3586241,5210
2020-08-31,4910,5000,4900,4990,1452711,4990
2020-08-28,4900,5000,4875,4895,1911476,4895
2020-08-27,5090,5090,4880,4885,2241445,4885
2020-08-26,5040,5050,4900,5000,2084545,5000
2020-08-25,4885,5050,4885,5040,2250949,5040
2020-08-24,4900,5040,4750,4880,3148632,4880
2020-08-21,5030,5080,4875,4935,2563521,4935
2020-08-20,5320,5350,4920,4980,5297564,4980
2020-08-19,5360,5570,5280,5400,2986888,5400
2020-08-18,5710,5840,5290,5360,3846672,5360
2020-08-17,5750,5750,5750,5750,0,5750
2020-08-14,6050,6130,5740,5750,6501010,5750
2020-08-13,5850,6190,5800,6060,10674993,6060
2020-08-12,5860,5920,5640,5720,3597463,5720
2020-08-11,5890,6010,5840,5870,2904417,5870
