Date,Open,High,Low,Close,Volume,Adj Close
2019-01-09,77100,82500,77100,82300,47375,82300
2018-01-31,74200,74200,71900,72700,58971,72700
2018-01-30,75300,76400,74200,75000,38176,75000
2018-01-29,75200,76500,73500,75500,62517,75500
2018-01-26,71800,76100,71300,75900,133648,75900
2018-01-25,72100,73200,71600,71800,39432,71800
2018-01-24,70600,72400,70000,72000,62943,72000
2018-01-23,69800,71200,68600,70600,66786,70600
2018-01-22,68900,69900,68200,69800,45238,69800
2018-01-19,67700,68900,66600,68600,31036,68600
2018-01-18,67000,68000,66100,67500,22833,67500
2018-01-17,67300,67500,66400,67000,15393,67000
2018-01-16,67200,67700,66000,67300,33574,67300
2018-01-15,67000,67700,66600,67200,22573,67200
2018-01-12,65800,67200,65500,66800,46890,66800
2018-01-11,67200,67200,65000,65600,34995,65600
2018-01-10,66200,67100,64700,66700,37891,66700
2018-01-09,66500,68100,65200,66100,36492,66100
