Date,Open,High,Low,Close,Volume,Adj_Close
2020-08-10,619,631,613,627,595892,627
2020-08-07,623,631,618,618,529692,618
2020-08-06,630,631,621,623,484591,623
2020-08-05,628,635,624,626,447940,626
2020-08-04,633,634,625,628,488257,628
2020-08-03,631,647,625,633,375374,633
2020-07-31,638,643,630,631,284643,631
2020-07-30,645,645,634,640,192679,640
2020-07-29,635,639,625,638,169275,638
2020-07-28,635,640,631,635,206984,635
2020-07-27,634,638,620,638,226934,638
2020-07-24,641,642,633,635,173862,635
2020-07-23,648,648,632,644,404863,644
2020-07-22,641,648,637,648,331176,648
2020-07-21,644,645,631,644,309705,644
2020-07-20,645,645,625,642,330642,642
2020-07-17,639,645,631,635,258969,635
2020-07-16,628,643,627,635,588459,635
2020-07-15,619,634,619,622,854255,622
2020-07-14,619,620,611,617,608335,617
2020-07-13,615,628,608,615,535623,615
2020-07-10,619,622,604,609,562950,609
2020-07-09,621,626,616,619,554861,619
2020-07-08,618,627,618,622,273136,622
2020-07-07,628,631,619,622,465213,622
2020-07-06,624,628,619,627,465924,627
2020-07-03,635,637,622,623,660867,623
2020-07-02,636,642,623,633,410418,633
2020-07-01,651,655,635,635,316927,635
2020-06-30,641,661,640,646,274647,646
