date,open,high,low,close,volume,adjclose
2020-08-28,28450,29000,27900,28000,184522,28000
2020-08-27,27600,28600,27600,27850,219750,27850
2020-08-26,27700,27900,27050,27650,76878,27650
2020-08-25,27200,27650,26850,27600,56725,27600
2020-08-24,26650,27150,26600,27100,39193,27100
2020-08-21,26850,27350,26100,26950,90326,26950
2020-08-20,27500,27500,26000,26850,106743,26850
2020-08-19,26350,27400,26350,27250,62125,27250
2020-08-18,27100,27550,26350,26350,69389,26350
2020-08-17,27350,27350,27350,27350,0,27350
2020-08-14,27850,28100,27250,27350,49213,27350
2020-08-13,28350,28500,27800,27850,87113,27850
2020-08-12,28050,28400,27250,28150,81844,28150
2020-08-11,27450,28400,27450,28000,119524,28000
2020-08-10,27700,27900,27350,27700,81523,27700
2020-08-07,28350,28550,27500,27900,157909,27900
2020-08-06,26650,27650,26650,27500,127753,27500
2020-08-05,27500,28100,26600,26650,204810,26650
2020-08-04,28150,28250,27550,27600,108054,27600
2020-08-03,29150,29200,27850,28050,186845,28050
2020-07-31,29750,29800,28400,28600,217057,28600
2020-07-30,27600,31200,27500,29500,1188629,29500
2020-07-29,27650,27900,27350,27500,73858,27500
2020-07-28,28000,28250,27450,27750,169858,27750
2020-07-27,27250,27850,27100,27600,68800,27600
2020-07-24,27300,28400,26900,27450,223201,27450
2020-07-23,27500,28600,26900,27700,346805,27700
2020-07-22,27000,27800,26600,27650,114996,27650
2020-07-21,27300,27350,26450,27100,118645,27100
2020-07-20,27400,27600,26950,27300,91502,27300
