Date,Open,High,Low,Close,Volume,Adj Close
2019-01-10,6560,7180,6490,6810,817081,6810
2018-01-31,3635,3705,3515,3650,422029,3650
2018-01-30,3825,3945,3690,3750,690460,3750
2018-01-29,3870,4370,3700,3935,2051122,3935
2018-01-26,4100,4550,3505,3880,5668356,3880
2018-01-25,3050,3885,2960,3885,2306012,3885
2018-01-24,2775,3230,2720,2990,1141322,2990
2018-01-23,2600,2850,2585,2705,366293,2705
2018-01-22,2510,2720,2500,2585,195107,2585
2018-01-19,2515,2570,2470,2520,98857,2520
2018-01-18,2425,2530,2400,2515,196343,2515
2018-01-17,2405,2440,2385,2425,15692,2425
2018-01-16,2425,2425,2310,2405,19784,2405
2018-01-15,2340,2390,2325,2385,22336,2385
2018-01-12,2380,2380,2290,2340,26092,2340
2018-01-11,2365,2390,2270,2320,51669,2320
2018-01-10,2425,2425,2255,2315,61191,2315
