date,open,high,low,close,volume,adjclose
2020-09-21,17250,17350,16800,17000,55222,17000
2020-09-18,17050,17400,17050,17200,37653,17200
2020-09-17,17400,17550,17150,17150,46324,17150
2020-09-16,17800,18100,17300,17400,74227,17400
2020-09-15,18100,18100,17700,17750,63794,17750
2020-09-14,17700,18050,17400,18050,125904,18050
2020-09-11,17200,17750,16900,17750,82202,17750
2020-09-10,16950,17300,16950,17200,48059,17200
2020-09-09,16900,17100,16800,16850,64577,16850
2020-09-08,16950,17400,16950,17200,71970,17200
2020-09-04,16650,17350,16500,17050,84245,17050
2020-09-03,17400,17400,17150,17150,50553,17150
2020-09-02,16900,17300,16850,17300,65909,17300
2020-09-01,16950,17000,16650,16850,40853,16850
2020-08-31,16600,16900,16300,16850,67999,16850
2020-08-28,16650,17100,16400,16450,105699,16450
2020-08-27,17200,17200,16650,16750,111961,16750
2020-08-26,17500,17500,16950,17100,90371,17100
2020-08-25,17250,17500,17100,17450,93508,17450
2020-08-24,17200,17500,16850,17200,123977,17200
2020-08-21,17650,17900,17200,17400,137944,17400
2020-08-20,18500,18550,17300,17500,214418,17500
2020-08-19,18200,19150,17550,18500,411050,18500
2020-08-18,19800,19850,18000,18050,449072,18050
2020-08-17,20050,20050,20050,20050,0,20050
2020-08-14,18850,20150,18700,20050,743708,20050
2020-08-13,19200,19300,18300,18450,231028,18450
2020-08-12,18350,18900,18200,18500,155230,18500
2020-08-11,18100,18750,18050,18300,131521,18300
2020-08-10,18050,18200,17900,18000,52185,18000
