date,open,high,low,close,volume,adjclose
2020-09-25,4915,5120,4890,5040,75318,5040
2020-09-24,4990,5000,4905,4915,42905,4915
2020-09-23,4805,5000,4750,4995,100190,4995
2020-09-22,5050,5050,4750,4800,76499,4800
2020-09-21,5090,5180,4950,5060,77046,5060
2020-09-18,5000,5180,5000,5080,44227,5080
2020-09-17,5250,5330,5050,5050,159660,5050
2020-09-16,4930,5290,4930,5090,360985,5090
2020-09-15,4875,4985,4830,4930,58860,4930
2020-09-14,4780,5050,4740,4870,97109,4870
2020-09-11,4855,4855,4770,4780,24776,4780
2020-09-10,4850,4880,4790,4855,23881,4855
2020-09-09,4830,4830,4745,4830,16165,4830
2020-09-08,4875,4875,4780,4830,36263,4830
2020-09-04,4730,4860,4670,4860,42916,4860
2020-09-03,4870,4925,4770,4905,38827,4905
2020-09-02,4850,4905,4795,4860,20593,4860
2020-09-01,4905,4905,4805,4850,19693,4850
2020-08-31,4850,5020,4850,4905,84199,4905
2020-08-28,4710,4900,4660,4900,127376,4900
2020-08-27,4795,4795,4550,4710,16578,4710
2020-08-26,4750,4785,4705,4740,15120,4740
2020-08-25,4650,4750,4645,4730,22677,4730
2020-08-24,4670,4705,4400,4665,25128,4665
2020-08-21,4520,4665,4445,4655,28568,4655
2020-08-20,4655,4655,4415,4455,41944,4455
2020-08-19,4600,4660,4555,4595,18516,4595
2020-08-18,4905,4935,4595,4600,70399,4600
2020-08-17,4905,4905,4905,4905,0,4905
2020-08-14,4900,4975,4840,4905,32124,4905
