Date,Open,High,Low,Close,Volume,Adj Close
2019-01-18,7420,8030,7110,7110,198306,7110
2018-01-31,10550,10900,10400,10900,81394,10900
2018-01-30,11100,11700,10650,10700,161862,10700
2018-01-29,10000,11750,10000,11100,426395,11100
2018-01-26,10000,10200,9960,9990,134701,9990
2018-01-25,10000,10100,9940,9990,74651,9990
2018-01-24,9930,10200,9910,9990,55355,9990
2018-01-23,9940,9970,9800,9940,12675,9940
2018-01-22,10000,10100,9860,9940,10939,9940
2018-01-19,9980,10050,9900,10000,17885,10000
2018-01-18,9960,10000,9790,9880,6152,9880
