date,open,high,low,close,volume,adjclose
2020-09-15,12350,13850,12300,12550,7850597,12550
2020-09-14,12450,12500,12100,12250,453778,12250
2020-09-11,12400,12600,12300,12450,388351,12450
2020-09-10,12700,12850,12300,12500,550206,12500
2020-09-09,12150,12800,12050,12450,754105,12450
2020-09-08,12750,13300,12200,12400,1795452,12400
2020-09-04,11950,12750,11850,12100,1294426,12100
2020-09-03,12750,13300,12300,12450,2060193,12450
2020-09-02,12700,13100,12500,12550,963360,12550
2020-09-01,12300,13000,12050,12950,1980419,12950
2020-08-31,13250,13650,12550,12550,2077947,12550
2020-08-28,13450,13700,12550,13450,5331989,13450
2020-08-27,12500,15000,12350,14050,29817655,14050
2020-08-26,11950,12900,11800,12350,5602804,12350
2020-08-25,12250,12400,11750,11800,1905603,11800
2020-08-24,12950,13200,11850,12150,4450789,12150
2020-08-21,12200,12850,11900,12750,6240327,12750
2020-08-20,11500,12500,10700,12400,5434652,12400
2020-08-19,11400,12000,11150,11450,1617028,11450
2020-08-18,11100,12150,10550,11100,4942229,11100
2020-08-17,10450,10450,10450,10450,0,10450
2020-08-14,10650,10700,10100,10450,527613,10450
2020-08-13,10800,11000,10600,10700,385164,10700
2020-08-12,11300,11300,10600,10700,601279,10700
2020-08-11,11150,11450,11150,11200,406002,11200
2020-08-10,11500,11500,11100,11200,618200,11200
2020-08-07,11650,11850,11450,11500,495414,11500
2020-08-06,11900,12050,11400,11600,847638,11600
2020-08-05,12300,12500,11850,11850,1231652,11850
2020-08-04,12400,12900,12050,12100,3002762,12100
