Date,Open,High,Low,Close,Volume,Adj Close
2019-01-15,9990,9990,9600,9780,2876,9780
2018-01-31,12800,12850,12550,12700,4753,12700
2018-01-30,13000,13050,12650,12800,14642,12800
2018-01-29,12750,13250,12600,13000,21933,13000
2018-01-26,12150,13350,12100,12900,45885,12900
2018-01-25,11950,12050,11900,12050,12817,12050
2018-01-24,11800,12000,11750,12000,259881,12000
2018-01-23,11750,11950,11750,11800,1975,11800
2018-01-22,12000,12000,11750,11750,1237,11750
2018-01-19,11650,12000,11600,12000,4575,12000
2018-01-18,11650,11750,11500,11700,1695,11700
2018-01-17,11900,11900,11650,11650,3007,11650
2018-01-16,11800,11900,11650,11650,1184,11650
2018-01-15,12000,12000,11700,11800,2283,11800
