date,open,high,low,close,volume,adjclose
2021-01-20,28300,28650,27650,27950,283770,27950
2021-01-19,27750,28300,27550,28250,254984,28250
2021-01-18,28450,28550,27400,27700,263159,27700
2021-01-15,27450,28800,27300,28450,304314,28450
2021-01-14,28300,28350,27500,27550,217870,27550
2021-01-13,28150,28400,27900,28200,189869,28200
2021-01-12,28350,28800,27650,28300,243871,28300
2021-01-11,28450,29150,27250,28150,568201,28150
2021-01-08,27500,27900,26750,27850,410085,27850
2021-01-07,26900,28300,26550,27200,424885,27200
2021-01-06,27400,27400,26400,26900,362091,26900
2021-01-05,27500,27700,26800,27250,416770,27250
2021-01-04,27800,27850,26900,27800,504131,27800
2020-12-30,26300,28250,25950,27700,866461,27700
2020-12-29,25000,26300,25000,26300,519564,26300
2020-12-28,25000,25900,24650,24750,353602,24750
2020-12-24,24750,25750,24600,24900,292093,24900
2020-12-23,25650,26450,24300,24550,539695,24550
2020-12-22,26300,26800,24750,25200,436154,25200
2020-12-21,25800,26600,25450,26500,443485,26500
2020-12-18,23700,26200,23650,26000,1084552,26000
2020-12-17,24100,24100,23450,23700,213093,23700
2020-12-16,23700,24250,23500,24050,236965,24050
2020-12-15,23400,23900,23400,23700,155427,23700
2020-12-14,23950,23950,23300,23300,171431,23300
2020-12-11,23400,24250,23100,23900,445333,23900
2020-12-10,22950,23200,22900,23050,222816,23050
2020-12-09,23300,23500,22950,23250,268227,23250
2020-12-08,22950,23350,22950,23050,180092,23050
2020-12-07,23850,23950,23000,23100,348733,23100
