Date,Open,High,Low,Close,Volume,Adj_Close
2020-10-07,24000,24550,23950,24200,90153,24200
2020-10-06,24400,24400,24000,24150,67044,24150
2020-10-05,23900,24200,23650,24100,59139,24100
2020-09-29,24600,24600,23750,23850,103769,23850
2020-09-28,23500,24300,23350,24150,122056,24150
2020-09-25,23900,24000,23200,23500,78160,23500
2020-09-24,23300,24100,23300,23500,152203,23500
2020-09-23,24350,24550,23250,23950,161000,23950
2020-09-22,23850,24600,23300,23750,259186,23750
2020-09-21,24050,24050,23150,23750,102955,23750
2020-09-18,23700,24050,23250,24000,131770,24000
2020-09-17,23900,24050,23000,23650,125530,23650
2020-09-16,24600,24600,23700,23900,161954,23900
2020-09-15,25050,25200,24400,24600,132647,24600
2020-09-14,25600,25750,24800,25050,134719,25050
2020-09-11,24450,25850,24250,24750,219703,24750
2020-09-10,24300,24500,23700,24500,153197,24500
2020-09-09,23500,24400,23300,23650,187459,23650
2020-09-08,24850,24950,23500,24100,251028,24100
2020-09-07,24250,26100,24200,25000,470688,25000
2020-09-04,22400,24150,22200,23800,669822,23800
2020-09-03,20750,23200,20500,23000,844531,23000
2020-09-02,20550,20650,20000,20500,146208,20500
2020-09-01,20050,20500,19900,20400,84789,20400
2020-08-31,20350,20600,19800,20050,127250,20050
2020-08-28,21000,21000,20150,20250,124555,20250
2020-08-27,20600,21200,19900,20700,128676,20700
2020-08-26,21300,21300,20250,20350,73168,20350
2020-08-25,21050,21350,20600,20900,98993,20900
2020-08-24,20200,20950,19400,20800,108602,20800
