Date,Open,High,Low,Close,Volume,Adj_Close
2021-01-29,16500,17150,16200,17000,5578,17000
2021-01-28,16350,17700,15900,16450,7403,16450
2021-01-27,16650,16950,16150,16350,4100,16350
2021-01-26,16500,16950,16400,16550,1896,16550
2021-01-25,16950,17900,16450,16550,17392,16550
2021-01-22,17250,17250,16700,16900,6514,16900
2021-01-21,15600,18500,15500,17000,60696,17000
2021-01-20,16000,16000,15600,15600,4850,15600
2021-01-19,15000,18800,15000,15750,41531,15750
2021-01-18,15150,15400,14800,14800,911,14800
2021-01-15,15300,15300,15000,15150,1763,15150
2021-01-14,15450,15450,15100,15300,175,15300
2021-01-13,15700,15700,15000,15200,1193,15200
2021-01-12,15100,15900,15050,15100,2422,15100
2021-01-11,16100,17150,14800,15450,11518,15450
2021-01-08,16150,16200,15600,15900,1227,15900
2021-01-07,16150,16150,15700,15950,1010,15950
2021-01-06,16200,16400,15550,15850,5393,15850
2021-01-05,15850,15900,15500,15650,1689,15650
2021-01-04,16250,16250,15450,15850,399,15850
2020-12-30,16200,16200,15700,15950,736,15950
2020-12-29,15550,16400,15250,16100,288,16100
2020-12-28,15800,16000,15700,16000,798,16000
2020-12-24,16000,16250,15800,16000,293,16000
2020-12-23,16100,16250,15700,15950,3562,15950
2020-12-22,16250,16400,15800,16250,4849,16250
2020-12-21,16000,16450,15900,16250,1207,16250
2020-12-18,15650,16400,15650,15850,3214,15850
2020-12-17,16000,16000,15450,15650,1116,15650
2020-12-16,15350,15750,15150,15750,4603,15750
