date,open,high,low,close,volume,adjclose
2020-09-01,1335,1355,1325,1340,129184,1340
2020-08-31,1325,1355,1320,1335,176080,1335
2020-08-28,1320,1355,1320,1325,128947,1325
2020-08-27,1370,1385,1315,1330,240822,1330
2020-08-26,1410,1410,1360,1370,78343,1370
2020-08-25,1350,1395,1340,1385,161402,1385
2020-08-24,1430,1430,1340,1350,319635,1350
2020-08-21,1365,1435,1355,1380,187897,1380
2020-08-20,1460,1460,1350,1360,370779,1360
2020-08-19,1360,1530,1350,1465,561560,1465
2020-08-18,1505,1510,1340,1350,484927,1350
2020-08-17,1505,1505,1505,1505,0,1505
2020-08-14,1535,1565,1470,1505,574035,1505
2020-08-13,1360,1610,1355,1520,2480699,1520
2020-08-12,1320,1355,1315,1355,180943,1355
2020-08-11,1340,1340,1310,1320,131177,1320
2020-08-10,1315,1350,1290,1335,143793,1335
2020-08-07,1325,1325,1290,1315,140782,1315
2020-08-06,1340,1340,1300,1315,140249,1315
2020-08-05,1270,1340,1265,1330,242803,1330
2020-08-04,1280,1300,1270,1270,171569,1270
2020-08-03,1305,1325,1275,1280,122025,1280
2020-07-31,1295,1310,1280,1310,82383,1310
2020-07-30,1320,1330,1280,1295,144286,1295
2020-07-29,1325,1330,1280,1320,196021,1320
2020-07-28,1330,1330,1285,1320,170499,1320
2020-07-27,1350,1355,1310,1330,178287,1330
2020-07-24,1365,1370,1345,1350,130079,1350
2020-07-23,1400,1415,1365,1365,142790,1365
2020-07-22,1405,1410,1365,1405,132456,1405
