Date,Open,High,Low,Close,Volume,Adj Close
2019-01-18,1005,1010,991,999,921531,999
2018-01-31,1210,1295,1200,1295,1088379,1295
2018-01-30,1360,1380,1220,1220,2244920,1220
2018-01-29,1355,1390,1335,1380,738908,1380
2018-01-26,1325,1400,1285,1355,1223998,1355
2018-01-25,1325,1390,1305,1355,1122700,1355
2018-01-24,1325,1390,1235,1355,2574700,1355
2018-01-23,1290,1430,1245,1350,2966391,1350
2018-01-22,1300,1300,1230,1290,1772979,1290
2018-01-19,1130,1335,1110,1250,8933345,1250
2018-01-18,1070,1110,1055,1105,1166137,1105
