date,open,high,low,close,volume,adjclose
2020-12-22,20500,20550,20050,20150,57995,20150
2020-12-21,20300,20700,20200,20600,67716,20600
2020-12-18,20350,20500,20000,20100,86368,20100
2020-12-17,20800,20800,20400,20400,45312,20400
2020-12-16,20700,20750,20350,20750,49569,20750
2020-12-15,20600,20750,20300,20400,46666,20400
2020-12-14,21150,21150,20700,20800,59116,20800
2020-12-11,20550,20850,20400,20650,53923,20650
2020-12-10,20400,20600,20300,20550,32537,20550
2020-12-09,20800,20850,20400,20600,62570,20600
2020-12-08,20450,20850,20350,20700,100321,20700
2020-12-07,20100,20650,20050,20450,113386,20450
2020-12-04,20100,20400,19750,20100,135523,20100
2020-12-03,20250,20300,20000,20100,65353,20100
2020-12-02,20200,20250,20000,20150,62247,20150
2020-12-01,20200,20450,20000,20200,40630,20200
2020-11-30,20050,20350,20000,20200,64877,20200
2020-11-27,20650,20650,20000,20050,140519,20050
2020-11-25,20950,21050,20200,20500,146361,20500
2020-11-24,21750,21750,20950,21100,128113,21100
2020-11-23,22200,22500,21850,21850,122515,21850
2020-11-20,21950,22400,21350,22150,190350,22150
2020-11-19,21500,22000,21300,21700,126551,21700
2020-11-18,21000,21350,20800,21300,51473,21300
2020-11-17,21200,21200,20800,21100,42592,21100
2020-11-16,21900,21900,20900,21200,94156,21200
2020-11-13,20700,21500,20500,21300,144127,21300
2020-11-12,20700,21000,20500,20700,22611,20700
2020-11-11,20750,20900,20000,20800,42161,20800
