Date,Open,High,Low,Close,Volume,Adj Close
2018-09-21,15250,18950,14050,14150,3936703,14150
2018-09-27,14500,14950,13100,13200,761870,13200
2018-09-28,13350,14050,12800,13250,264798,13250
2018-10-01,13200,13200,12000,12050,175744,12050
2018-10-02,12250,12300,10800,11150,215913,11150
2018-10-04,11150,11150,9980,10200,222532,10200
2018-10-05,10200,10700,9980,10400,126135,10400
2018-10-08,10400,10850,10200,10400,165557,10400
2018-10-10,10750,11050,10250,11050,122695,11050
2018-10-11,11050,11550,10300,10500,157717,10500
2018-10-12,10200,11000,10200,10700,73248,10700
2018-10-15,11450,12000,10900,11100,267884,11100
2018-10-16,11250,11650,10800,11100,97368,11100
2018-10-17,11150,11250,10500,10750,112408,10750
