Date,Open,High,Low,Close,Volume,Adj Close
2018-08-13,9160,9160,8250,8330,771210,8330
2018-08-14,8390,8450,7970,8070,449150,8070
2018-08-16,7970,8440,7700,8350,532513,8350
2018-08-17,8300,8580,8170,8400,391053,8400
2018-08-20,8450,8940,8030,8540,849065,8540
2018-08-21,9350,9360,8540,8540,867453,8540
2018-08-22,8470,8680,8370,8680,241287,8680
2018-08-23,8680,8830,8410,8410,268751,8410
2018-08-24,8400,8400,8120,8150,231671,8150
2018-08-27,8110,8180,8020,8130,154309,8130
2018-08-28,8380,8660,8240,8450,438871,8450
2018-08-29,8400,8430,8230,8300,128734,8300
2018-08-30,8480,8510,8200,8210,184382,8210
2018-08-31,8220,8320,8120,8260,80900,8260
2018-09-03,8330,8430,8180,8310,149531,8310
2018-09-04,8380,8380,8120,8200,122650,8200
2018-09-05,8200,8200,8100,8110,109626,8110
2018-09-06,8150,8180,8050,8070,83176,8070
2018-09-07,8110,8170,7970,8100,120566,8100
2018-09-10,8150,8150,7960,8030,79427,8030
2018-09-11,7960,8090,7950,8000,101678,8000
2018-09-12,8010,8010,7670,7720,266014,7720
2018-09-13,7730,7930,7720,7810,83338,7810
2018-09-14,7890,7920,7670,7700,137378,7700
