,Open,High,Low,Close,Volume,Adj Close
2017-12-18,7800,7850,7680,7790,5518,7790
2017-12-19,7790,7800,7660,7710,4591,7710
2017-12-21,7790,7800,7640,7680,4996,7680
2017-12-22,7680,7750,7590,7690,5064,7690
2017-12-26,7700,7810,7700,7810,4683,7810
2017-12-27,7740,7800,7640,7790,4057,7790
2017-12-28,7790,7800,7680,7770,624,7770
2018-01-02,7770,7790,7600,7720,11000,7720
2018-01-03,7720,7720,7600,7620,7690,7620
2018-01-04,7620,7690,7600,7640,5370,7640
2018-01-05,7600,7710,7600,7640,4815,7640
2018-01-08,7640,7690,7500,7570,5901,7570
2018-01-09,7570,7590,7450,7590,10910,7590
2018-01-10,7570,7610,7490,7590,5892,7590
2018-01-11,7590,7600,7510,7590,4251,7590
2018-01-12,7590,7600,7450,7490,14254,7490
2018-01-15,7490,7580,7490,7530,5083,7530
2018-01-16,7530,7540,7460,7520,5805,7520
2018-01-17,7500,7650,7500,7550,5790,7550
2018-01-18,7540,7600,7520,7550,7591,7550
2018-01-19,7620,7670,7540,7650,7796,7650
2018-01-22,7700,7700,7550,7620,4508,7620
2018-01-23,7630,7650,7560,7650,1230,7650
2018-01-24,7680,7680,7490,7620,16435,7620
2018-01-25,7660,7740,7620,7680,12971,7680
2018-01-26,7730,7850,7690,7840,12817,7840
2018-01-29,7900,8130,7870,8110,34307,8110
2018-01-30,8120,8170,8000,8080,13379,8080
2018-01-31,7980,8040,7880,7960,16461,7960
2018-02-01,7960,8110,7900,7910,12653,7910
2018-02-02,8010,8050,7930,7990,28168,7990
2018-02-05,7900,7990,7810,7980,15507,7980
2018-02-06,7760,7890,7720,7800,7647,7800
2018-02-07,7920,7920,7760,7760,8538,7760
2018-02-08,7750,7870,7750,7850,4345,7850
2018-02-09,7820,7860,7640,7770,5953,7770
2018-02-12,7820,7860,7640,7760,2948,7760
2018-02-13,7760,8000,7740,7900,6398,7900
2018-02-14,7900,8000,7830,7930,7259,7930
2018-02-19,8000,8000,7800,7880,4502,7880
2018-02-20,7880,7900,7730,7810,8996,7810
2018-02-21,7800,7810,7730,7780,2852,7780
2018-02-22,7780,7810,7750,7780,1253,7780
2018-02-23,7710,7840,7710,7800,4148,7800
2018-02-26,7750,7810,7750,7800,2812,7800
2018-02-27,7710,7810,7710,7800,3199,7800
2018-02-28,7800,7800,7680,7790,4788,7790
2018-03-02,7790,7800,7650,7780,3852,7780
2018-03-05,7780,7780,7700,7750,2359,7750
2018-03-06,7750,7770,7660,7770,3561,7770
2018-03-08,7650,7730,7620,7700,3230,7700
2018-03-09,7700,7790,7630,7690,4579,7690
2018-03-12,7690,7690,7610,7690,4609,7690
2018-03-13,7730,7730,7640,7710,4667,7710
2018-03-14,7640,7720,7620,7700,4195,7700
2018-03-15,7630,7700,7580,7610,7588,7610
2018-03-16,7570,7660,7560,7650,3747,7650
2018-03-19,7620,7650,7590,7650,3549,7650
2018-03-20,7570,7640,7540,7640,3391,7640
2018-03-21,7640,7820,7620,7800,23025,7800
2018-03-22,7880,7880,7760,7850,15620,7850
2018-03-23,7780,7800,7720,7760,12868,7760
2018-03-26,7700,7730,7600,7610,8993,7610
2018-03-27,7610,7710,7600,7680,7180,7680
2018-03-28,7610,7680,7590,7630,3442,7630
2018-03-29,7630,7800,7630,7710,7233,7710
2018-03-30,7720,7880,7720,7820,12072,7820
2018-04-02,7830,7830,7610,7830,6843,7830
2018-04-03,7770,7820,7600,7740,10530,7740
2018-04-04,7730,7740,7610,7680,3556,7680
2018-04-05,7680,7700,7630,7700,4222,7700
2018-04-06,7700,7820,7660,7720,14147,7720
2018-04-09,7750,7850,7750,7850,21520,7850
2018-04-10,7920,8200,7850,8150,57766,8150
2018-04-11,8150,8210,7970,8130,20704,8130
2018-04-12,8040,8140,8000,8140,10365,8140
2018-04-13,8110,8280,8040,8200,17256,8200
2018-04-16,8190,8220,8040,8130,13663,8130
2018-04-17,8130,8190,8090,8190,33267,8190
2018-04-18,8200,8200,8060,8130,6254,8130
2018-04-19,8130,8180,8000,8090,10247,8090
2018-04-20,8090,8100,7890,7930,12216,7930
2018-04-23,7970,8000,7900,7980,13148,7980
2018-04-24,7970,8070,7970,8020,5738,8020
2018-04-25,8020,8040,7940,8020,6712,8020
2018-04-26,8070,8070,7970,8040,3084,8040
2018-04-27,8040,8040,7910,8040,6218,8040
2018-04-30,8030,8030,7790,7810,27944,7810
2018-05-02,7800,8080,7720,8080,23688,8080
2018-05-03,8100,8180,8010,8010,23095,8010
2018-05-04,8090,8170,7920,8110,16405,8110
2018-05-08,8170,8210,8080,8150,12268,8150
2018-05-09,8200,8200,8070,8130,11534,8130
2018-05-10,8100,8200,8050,8150,12002,8150
2018-05-11,8220,8230,7980,8070,15730,8070
2018-05-14,8070,8070,7750,7810,27159,7810
2018-05-15,7810,7880,7730,7750,14607,7750
2018-05-16,7750,7830,7660,7750,16656,7750
2018-05-17,7750,7760,7600,7640,13612,7640
2018-05-18,7640,7760,7600,7690,11399,7690
2018-05-21,7690,7740,7560,7730,14961,7730
2018-05-23,7680,7710,7540,7640,23989,7640
2018-05-24,7640,7730,7570,7700,13974,7700
2018-05-25,7610,7730,7550,7680,7358,7680
2018-05-28,7680,7690,7540,7640,20492,7640
2018-05-29,7640,7640,7500,7580,10687,7580
2018-05-30,7540,7620,7200,7200,66441,7200
2018-05-31,7380,7450,7110,7330,19086,7330
2018-06-01,7470,7640,7280,7570,10013,7570
2018-06-04,7560,7560,7400,7530,6763,7530
2018-06-05,7530,7530,7390,7500,5006,7500
2018-06-07,7430,7570,7430,7550,4528,7550
2018-06-08,7490,7550,7340,7490,9066,7490
2018-06-11,7480,7500,7410,7440,4615,7440
2018-06-12,7440,7490,7420,7490,1453,7490
2018-06-14,7410,7480,7350,7450,6800,7450
2018-06-15,7440,7490,7400,7480,3534,7480
2018-06-18,7410,7500,7350,7350,2701,7350
2018-06-19,7350,7370,7240,7330,5192,7330
2018-06-20,7370,7370,7260,7330,2802,7330
2018-06-21,7330,7350,7260,7340,2137,7340
2018-06-22,7260,7330,7100,7300,9873,7300
2018-06-25,7280,7380,7250,7340,3230,7340
2018-06-26,7320,7320,7150,7290,2269,7290
2018-06-27,7290,7390,7220,7340,3623,7340
2018-06-28,7290,7360,7100,7320,7793,7320
2018-06-29,7160,7330,7100,7320,6804,7320
2018-07-02,7260,7320,7130,7290,2982,7290
2018-07-03,7200,7220,7060,7120,6507,7120
2018-07-04,7120,7170,7040,7150,5828,7150
2018-07-05,7150,7180,6990,7180,6946,7180
2018-07-06,7050,7180,6890,7170,16681,7170
2018-07-09,7130,7130,7000,7120,730,7120
2018-07-10,7080,7090,6920,7010,16786,7010
2018-07-11,7010,7050,6980,7030,5664,7030
2018-07-12,7010,7070,7000,7060,3570,7060
2018-07-13,7060,7130,7000,7120,5731,7120
2018-07-16,7130,7150,7050,7130,3155,7130
2018-07-17,7130,7130,7050,7110,3360,7110
2018-07-18,7110,7120,7000,7110,1783,7110
2018-07-19,7040,7050,6900,7040,7665,7040
2018-07-20,7020,7040,6890,6900,9839,6900
2018-07-23,6900,6950,6790,6920,15344,6920
2018-07-24,6920,6940,6880,6930,1263,6930
2018-07-26,6820,6890,6790,6840,3847,6840
2018-07-27,6840,6910,6840,6910,150,6910
2018-07-30,6960,6980,6900,6960,1464,6960
2018-07-31,6960,6990,6900,6960,251,6960
2018-08-01,6860,6980,6820,6960,1346,6960
2018-08-02,6960,7000,6950,6990,1736,6990
2018-08-03,7000,7000,6950,7000,799,7000
2018-08-06,7050,7060,6810,6980,4785,6980
2018-08-07,6970,6980,6820,6960,8784,6960
2018-08-08,6950,6960,6880,6960,5338,6960
2018-08-09,6950,6950,6840,6920,5775,6920
2018-08-10,6920,6950,6880,6930,1370,6930
2018-08-13,6930,7000,6800,6980,9643,6980
2018-08-14,6980,7020,6910,6960,1878,6960
2018-08-16,7020,7020,6840,6940,1188,6940
2018-08-17,6940,7000,6850,6890,2581,6890
2018-08-20,6900,6900,6800,6890,3978,6890
2018-08-21,6880,6880,6810,6870,3092,6870
2018-08-22,6870,6950,6830,6940,2150,6940
2018-08-23,6930,6940,6870,6930,2096,6930
2018-08-24,6870,7080,6860,7000,3385,7000
2018-08-27,7080,7080,6900,7020,2111,7020
2018-08-28,7020,7160,6950,7160,8073,7160
2018-08-29,7160,7240,7160,7220,2069,7220
