Date,Open,High,Low,Close,Volume,Adj Close
2018-01-01,1745,1745,1745,1745,0,1745
2018-01-02,1745,1785,1745,1775,184423,1775
2018-01-03,1775,1795,1760,1790,135691,1790
2018-01-04,1790,1810,1735,1775,320287,1775
2018-01-05,1795,1800,1735,1745,297276,1745
2018-01-08,1750,1780,1745,1780,168804,1780
2018-01-09,1785,1785,1720,1735,269791,1735
2018-01-10,1740,1755,1710,1755,165526,1755
2018-01-11,1755,1855,1725,1855,709952,1855
2018-01-12,1850,2170,1850,1965,3305388,1965
2018-01-15,1940,1950,1830,1915,754128,1915
2018-01-16,1915,2005,1890,1915,866237,1915
2018-01-17,1895,1910,1810,1820,646349,1820
2018-01-18,1830,1920,1820,1920,357385,1920
2018-01-19,1910,1960,1890,1915,339534,1915
2018-01-22,1960,1960,1890,1920,279465,1920
2018-01-23,1920,1930,1875,1930,205259,1930
2018-01-24,1930,2080,1930,2025,982622,2025
2018-01-25,2035,2090,2010,2035,546349,2035
2018-01-26,2060,2060,1965,2035,293400,2035
2018-01-29,1980,1985,1880,1940,1040140,1940
2018-01-30,1940,1945,1900,1930,336120,1930
2018-01-31,1920,1945,1895,1915,303868,1915
2018-02-01,1925,2255,1915,2070,6085884,2070
2018-02-02,2070,2100,1945,2000,1254764,2000
2018-02-05,1950,1975,1850,1855,730904,1855
2018-02-06,1750,1875,1735,1840,589201,1840
2018-02-07,1870,1890,1810,1810,372537,1810
2018-02-08,1785,1855,1785,1845,308512,1845
2018-02-09,1790,1835,1760,1810,352552,1810
2018-02-12,1790,1835,1765,1770,309560,1770
2018-02-13,1770,1795,1745,1765,256371,1765
2018-02-14,1765,1790,1740,1780,184556,1780
2018-02-19,1790,1820,1765,1805,230000,1805
2018-02-20,1805,1930,1805,1890,669938,1890
2018-02-21,1890,2015,1860,2015,774370,2015
2018-02-22,2025,2055,1920,1950,722686,1950
2018-02-23,1965,2005,1920,1965,487027,1965
2018-02-26,1975,2160,1965,2035,3410999,2035
2018-02-27,2040,2080,1930,1945,789752,1945
2018-02-28,1830,1985,1810,1985,1221493,1985
2018-03-02,1960,2110,1930,2085,1009877,2085
2018-03-05,2080,2125,2030,2045,592238,2045
2018-03-06,1810,2000,1785,2000,1764372,2000
2018-03-08,1915,1985,1915,1945,270415,1945
2018-03-09,1930,1945,1815,1870,906112,1870
2018-03-12,1870,1895,1825,1870,699891,1870
2018-03-13,1870,1875,1775,1790,693317,1790
2018-03-14,1790,1830,1785,1800,402245,1800
2018-03-15,1800,1875,1790,1810,463682,1810
2018-03-16,1810,1835,1790,1820,324150,1820
2018-03-19,1800,1810,1305,1325,7270242,1325
2018-03-20,1300,1455,1240,1310,3928405,1310
2018-09-28,60,107,60,77,15050092,77
2018-10-01,120,120,90,120,14361194,120
2018-10-02,107,141,89,98,11606159,98
2018-10-04,110,110,73,73,5826990,73
2018-10-05,100,100,66,76,10653789,76
