Date,Open,High,Low,Close,Volume,Adj Close
2018-01-02,510,511,468,479,2753159,479
2018-01-03,489,516,477,484,4603929,484
2018-01-04,484,491,466,469,2107959,469
2018-01-05,469,484,444,452,2098857,452
2018-01-08,456,456,429,436,1235133,436
2018-01-09,444,444,420,424,913049,424
2018-01-10,426,439,416,438,1054626,438
2018-01-11,439,439,419,423,973107,423
2018-01-12,423,432,418,419,754054,419
2018-01-15,424,424,410,417,540445,417
2018-01-16,420,424,412,424,841442,424
2018-01-17,420,425,415,418,559332,418
2018-01-18,418,422,409,415,837397,415
2018-01-19,417,420,411,411,608913,411
2018-01-22,414,414,406,408,612592,408
2018-01-23,408,410,404,407,512209,407
2018-01-24,408,495,404,444,12158231,444
2018-01-25,444,486,420,468,5432723,468
2018-01-26,500,549,452,463,8844799,463
2018-01-29,464,508,453,458,6523955,458
2018-01-30,460,476,424,443,4132932,443
2018-01-31,443,451,415,418,3278394,418
2018-02-01,424,436,415,420,2158089,420
2018-02-02,419,423,414,418,1875114,418
2018-02-05,421,424,412,414,1245075,414
2018-02-06,399,408,391,408,1552094,408
2018-02-07,409,440,406,406,2559653,406
2018-02-08,408,413,400,402,666483,402
2018-02-09,400,462,394,417,7327244,417
2018-02-12,400,423,394,417,858882,417
2018-02-13,417,434,415,415,1345733,415
2018-02-14,416,420,403,404,1199515,404
2018-02-19,405,415,400,402,774792,402
2018-02-20,401,406,395,397,1104968,397
2018-02-21,399,408,396,405,1010236,405
2018-02-22,403,404,397,397,911996,397
2018-02-23,400,444,400,413,4060423,413
2018-02-26,420,425,410,415,1664717,415
2018-02-27,417,420,404,404,638752,404
2018-02-28,402,414,398,402,483047,402
2018-03-02,402,404,396,399,499487,399
2018-03-05,401,404,397,403,357710,403
2018-03-06,406,407,399,401,477316,401
2018-03-08,400,419,399,400,564847,400
2018-03-09,413,440,397,398,3514675,398
2018-03-12,402,419,400,408,1877351,408
2018-03-13,410,425,402,419,1546019,419
2018-03-14,429,432,417,422,810120,422
2018-03-15,422,422,409,418,460887,418
2018-03-16,441,484,423,427,6007962,427
2018-03-19,421,424,405,409,1298008,409
2018-03-20,409,409,394,394,1459117,394
2018-03-21,397,399,393,394,774733,394
2018-03-22,393,393,350,364,2774938,364
2018-03-23,299,320,297,305,5123316,305
2018-03-26,290,360,280,306,4610933,306
2018-03-27,305,315,300,305,888345,305
2018-03-28,304,309,300,309,1393511,309
2018-09-28,369,480,339,339,3407599,339
