Date,Open,High,Low,Close,Volume,Adj Close
2018-08-30,2050,2090,2050,2075,819986,2075
2018-08-31,2075,2140,2075,2100,166709,2100
2018-09-03,2090,2140,2080,2135,106111,2135
2018-09-04,2130,2135,2105,2125,23703,2125
2018-09-05,2130,2140,2115,2140,19203,2140
2018-09-06,2140,2140,2115,2120,23303,2120
2018-09-07,2120,2135,2120,2135,4958,2135
2018-09-10,2160,2160,2100,2135,39161,2135
2018-09-11,2135,2135,2130,2135,17,2135
2018-09-12,2115,2125,2095,2125,3194,2125
2018-09-13,2100,2140,2095,2100,13082,2100
2018-09-14,2130,2130,2090,2120,2467,2120
2018-09-17,2130,2130,2080,2105,3974,2105
2018-09-18,2120,2120,2065,2070,23194,2070
2018-09-19,2105,2105,2080,2100,1612,2100
2018-09-20,2115,2115,2110,2110,112,2110
2018-09-21,2115,2115,2095,2110,410,2110
2018-09-27,2110,2110,2090,2090,1853,2090
2018-09-28,2100,2100,2070,2080,4950,2080
2018-10-01,2080,2095,2080,2090,5180,2090
2018-10-02,2100,2100,2075,2085,2415,2085
2018-10-04,2090,2090,2080,2080,2705,2080
2018-10-05,2070,2095,2070,2080,3516,2080
2018-10-08,2075,2090,2075,2085,13489,2085
2018-10-10,2070,2080,2070,2070,20368,2070
2018-10-11,2070,2095,2070,2095,4810,2095
2018-10-12,2095,2095,2070,2090,1574,2090
2018-10-15,2115,2115,2070,2090,33,2090
2018-10-16,2100,2100,2070,2080,829,2080
2018-10-17,2100,2100,2085,2090,1104,2090
2018-10-18,2085,2090,2085,2090,4,2090
