Date,Open,High,Low,Close,Volume,Adj Close
2018-12-13,13050,15200,12500,13900,7585278,13900
2018-12-14,13950,14150,12250,12400,1319494,12400
2018-12-17,12550,12650,10850,11100,1277960,11100
2018-12-18,10850,11750,10500,11300,612097,11300
2018-12-19,11100,12000,10950,11600,714513,11600
2018-12-20,11300,12300,11150,11650,417462,11650
2018-12-21,11550,12500,11500,11800,524877,11800
2018-12-24,11800,13000,11600,12200,707116,12200
2018-12-26,11950,12200,11550,11650,253114,11650
2018-12-27,11900,12050,11550,11850,204754,11850
