Date,Open,High,Low,Close,Volume,Adj Close
2018-01-02,12600,13850,12600,13850,359467,13850
2018-01-03,14950,15150,13700,14300,1152313,14300
2018-01-04,14200,16750,13300,13300,2599662,13300
2018-01-05,14100,14500,13200,13600,856372,13600
2018-01-08,13850,15700,13600,14850,2063279,14850
2018-01-09,14550,15600,13600,14050,1054819,14050
2018-01-10,14100,14750,13800,14000,601231,14000
2018-01-11,12800,13200,9990,10050,1598122,10050
2018-01-12,10850,11650,9820,11400,1523712,11400
2018-01-15,11900,14000,11400,13450,1617785,13450
2018-01-16,13350,14150,12700,13150,679664,13150
2018-01-17,12000,12550,11300,12400,576769,12400
2018-01-18,12900,14500,12600,13100,1501420,13100
2018-01-19,13450,14150,12800,13200,877362,13200
2018-01-22,13050,13250,12350,12700,326355,12700
2018-01-23,13100,13650,12900,12950,503507,12950
2018-01-24,13050,13350,12650,12700,250777,12700
2018-01-25,12600,13050,12400,12600,221377,12600
2018-01-26,12700,12800,12350,12600,211511,12600
2018-01-29,12900,12900,12300,12450,233973,12450
2018-01-30,12300,13200,11950,12950,620504,12950
2018-01-31,12950,13250,12150,12200,373920,12200
2018-02-01,12000,12300,11550,11950,237670,11950
2018-02-02,11850,12250,11150,11250,235827,11250
2018-02-05,10950,11300,10700,10750,155422,10750
2018-02-06,10000,11300,9810,11000,335148,11000
2018-02-07,11300,11500,10350,10350,154291,10350
2018-02-08,10200,11050,10200,10700,141903,10700
2018-02-09,10700,11250,10350,10500,171075,10500
2018-02-12,10700,12150,10350,11500,524017,11500
2018-02-13,11650,12050,11200,11650,206886,11650
2018-02-14,11900,12200,11250,12200,185450,12200
2018-02-19,12600,12700,12050,12250,196362,12250
2018-02-20,12850,12900,12300,12450,242197,12450
2018-02-21,13050,13150,12250,12250,405621,12250
2018-02-22,12050,12200,11500,11850,261371,11850
2018-02-23,11800,12000,11250,11300,200277,11300
2018-02-26,11300,11600,10900,10950,116985,10950
2018-02-27,11050,11200,10850,10850,73533,10850
2018-02-28,10800,11700,10750,11450,187662,11450
2018-03-02,11150,11300,10950,11050,81663,11050
2018-03-05,11200,11200,10800,10800,55365,10800
2018-03-06,10800,11700,10800,11600,150537,11600
2018-03-08,11350,11650,11200,11450,54153,11450
2018-03-09,11500,11500,10950,11200,100051,11200
2018-03-12,11200,11500,10900,11450,114532,11450
2018-03-13,11450,11600,11200,11550,70442,11550
2018-03-14,11550,11900,11300,11600,127649,11600
2018-03-15,11600,11850,11350,11850,145630,11850
2018-03-16,11950,12150,11650,12000,211055,12000
2018-03-19,12050,12300,11600,11700,135336,11700
2018-03-20,11600,11750,11100,11100,159109,11100
2018-03-21,11200,11200,10150,10150,257127,10150
2018-03-22,10050,10850,9990,10450,250088,10450
2018-09-28,850,1710,850,1015,2455750,1015
2018-10-01,1090,1320,1075,1110,1102090,1110
2018-10-02,1260,1260,1005,1230,1975279,1230
2018-10-04,1580,1580,1200,1450,1134802,1450
2018-10-05,1300,1470,1230,1265,1138588,1265
2018-10-08,1400,1400,1250,1350,733923,1350
2018-10-10,1270,1600,1270,1530,1751563,1530
