,Open,High,Low,Close,Volume,Adj Close
2018-01-02,6740,6870,6610,6800,48081,6800
2018-01-03,6820,7000,6700,6750,69831,6750
2018-01-04,6930,6950,6610,6680,186372,6680
2018-01-05,6700,6950,6560,6940,230399,6940
2018-01-08,6960,7090,6920,7060,212406,7060
2018-01-09,7110,8090,6870,7780,2222961,7780
2018-01-10,7780,8060,7690,7770,596627,7770
2018-01-11,7770,8000,7480,7950,381052,7950
2018-01-12,7830,7970,7370,7600,289753,7600
2018-01-15,7600,7690,7310,7430,166364,7430
2018-01-16,7350,7480,7110,7240,262804,7240
2018-01-17,7210,7270,7110,7210,143775,7210
2018-01-18,7250,7760,7210,7650,456147,7650
2018-01-19,7620,7750,7480,7610,177372,7610
2018-01-22,7650,7860,7550,7830,240095,7830
2018-01-23,7840,7890,7690,7750,136934,7750
2018-01-24,7830,7860,7290,7400,279298,7400
2018-01-25,7330,7420,7300,7400,186803,7400
2018-01-26,7420,7490,7310,7390,101627,7390
2018-01-29,7410,8110,7390,8110,690326,8110
2018-01-30,8230,8310,7970,8130,459281,8130
2018-01-31,8130,8190,7800,8190,256327,8190
2018-02-01,8190,8300,7860,7950,283980,7950
2018-02-02,7940,7950,7350,7480,280027,7480
2018-02-05,7280,7400,6900,6960,281799,6960
2018-02-06,6700,7020,6510,6920,138474,6920
2018-02-07,7020,7170,6680,6750,100045,6750
2018-02-08,6750,6960,6670,6750,90087,6750
2018-02-09,6520,6690,6520,6640,102266,6640
2018-02-12,6520,6880,6520,6750,57704,6750
2018-02-13,6750,6860,6650,6790,70178,6790
2018-02-14,6740,7020,6730,7000,112805,7000
2018-02-19,7070,7290,7030,7200,105299,7200
2018-02-20,7290,7290,7100,7180,61180,7180
2018-02-21,7180,7180,7020,7070,111100,7070
2018-02-22,7030,7120,6900,7010,68083,7010
2018-02-23,7010,7060,6870,6920,28827,6920
2018-02-26,6990,7050,6850,6890,36330,6890
2018-02-27,6940,7020,6860,6930,51934,6930
2018-02-28,6850,6920,6500,6720,52065,6720
2018-03-02,6580,6720,6580,6640,33997,6640
2018-03-05,6620,6700,6480,6560,104910,6560
2018-03-06,6560,6690,6540,6630,16219,6630
2018-03-08,6630,6780,6610,6700,55742,6700
2018-03-09,6660,6860,6660,6840,66501,6840
2018-03-12,6890,7000,6810,6960,88115,6960
2018-03-13,7000,7000,6870,6940,44296,6940
2018-03-14,6900,6960,6810,6960,37614,6960
2018-03-15,6960,6960,6850,6890,17673,6890
2018-03-16,6960,7000,6820,7000,32243,7000
2018-03-19,7040,7270,7030,7150,56178,7150
