Date,Open,High,Low,Close,Volume,Adj Close
2018-11-29,14400,15000,11200,13050,4339097,13050
2018-11-30,13300,14500,12750,12850,1234072,12850
2018-12-03,13000,13100,12100,12400,421120,12400
2018-12-04,12400,12600,11800,12200,396527,12200
2018-12-05,12000,12450,11800,11950,237174,11950
2018-12-06,12000,12250,11600,11650,194664,11650
2018-12-07,11900,11900,10950,11150,262727,11150
2018-12-10,11000,11200,10600,10800,187019,10800
2018-12-11,10900,11100,10300,10850,286938,10850
2018-12-12,10850,11400,10550,10750,239285,10750
2018-12-13,10900,11250,10700,11050,277753,11050
2018-12-14,10950,10950,10000,10050,287016,10050
2018-12-17,9970,10150,9500,9560,178206,9560
2018-12-18,9250,9440,8990,9080,225178,9080
2018-12-19,9150,9350,9000,9170,122959,9170
