Date,Open,High,Low,Close,Volume,Adj Close
2018-10-02,24300,26700,23500,25700,1110259,25700
2018-10-04,24900,25950,23350,24000,514496,24000
2018-10-05,23800,25300,23650,24500,280790,24500
2018-10-08,24000,25200,23900,24100,130529,24100
2018-10-10,24300,24700,22850,23850,118262,23850
2018-10-11,22600,23100,21650,21850,133594,21850
2018-10-12,22200,24400,21800,24000,193787,24000
2018-10-15,24000,25400,23200,25250,172117,25250
2018-10-16,25850,26200,24950,25400,122817,25400
2018-10-17,26250,26300,24550,25350,158730,25350
2018-10-18,25750,27000,25200,26900,175789,26900
2018-10-19,27000,27800,26300,27200,185773,27200
2018-10-22,27650,27700,27000,27150,57741,27150
2018-10-23,27050,27100,25800,26000,125067,26000
2018-10-24,26700,26700,24150,24550,133815,24550
2018-10-25,23150,24650,22500,24000,98859,24000
2018-10-26,24200,24450,22000,22700,118926,22700
2018-10-29,22250,23300,22250,22600,47586,22600
2018-10-30,22500,23050,20700,20900,125810,20900
2018-10-31,21400,21850,20650,21500,94849,21500
2018-11-01,21700,22700,21000,21100,88209,21100
2018-11-02,21550,22250,21200,21900,87928,21900
