,Open,High,Low,Close,Volume,Adj Close
2017-12-18,10150,10150,9910,9920,40545,9920
2017-12-19,9940,9980,9680,9780,43044,9780
2017-12-21,9700,9940,9700,9920,18766,9920
2017-12-22,9860,10100,9800,9900,13119,9900
2017-12-26,9900,10100,9860,10000,28481,10000
2017-12-27,10000,10000,9890,9960,16507,9960
2017-12-28,9960,9990,9890,9960,8952,9960
2018-01-02,9960,10350,9890,10100,44365,10100
2018-01-03,10100,10100,10000,10100,23953,10100
2018-01-04,10050,10100,9980,10000,17996,10000
2018-01-05,10000,10100,9980,10000,8626,10000
2018-01-08,10050,10050,9960,10050,7941,10050
2018-01-09,9970,10050,9960,10050,5612,10050
2018-01-10,10050,10100,9970,10000,3012,10000
2018-01-11,10000,10100,9960,10050,8480,10050
2018-01-12,10000,10100,9970,10050,12784,10050
2018-01-15,10050,10050,9950,9990,9002,9990
2018-01-16,9850,9990,9850,9990,9387,9990
2018-01-17,9990,9990,9880,9880,5887,9880
2018-01-18,9890,9950,9850,9920,1970,9920
2018-01-19,9920,10000,9920,10000,4949,10000
2018-01-22,10000,10050,9950,9970,3070,9970
2018-01-23,9970,10050,9950,9980,1532,9980
2018-01-24,9980,10000,9930,9970,4773,9970
2018-01-25,9950,10200,9950,10200,6479,10200
2018-01-26,10150,10250,9990,10100,7160,10100
2018-01-29,10200,10600,10100,10600,32056,10600
2018-01-30,10600,10900,10450,10600,17090,10600
2018-01-31,10600,10600,10300,10500,9775,10500
2018-02-01,10500,10650,10200,10400,13993,10400
2018-02-02,10400,10400,10150,10150,14504,10150
2018-02-05,10150,10150,9930,9990,17488,9990
2018-02-06,9780,11500,9660,10100,136311,10100
2018-02-07,10200,10350,10000,10050,27483,10050
2018-02-08,10050,10100,9960,10100,10767,10100
2018-02-09,9900,10000,9880,9920,7384,9920
2018-02-12,9900,10000,9880,9930,2539,9930
2018-02-13,10050,10050,9920,9990,5740,9990
2018-02-14,9990,10050,9980,9980,3775,9980
2018-02-19,9950,10000,9910,9990,11673,9990
2018-02-20,9990,10150,9950,9990,13009,9990
2018-02-21,9990,10300,9990,10100,13288,10100
2018-02-22,10050,10250,9990,10100,6647,10100
2018-02-23,10000,10250,10000,10050,19512,10050
2018-02-26,10100,10400,10000,10300,15249,10300
2018-02-27,10350,10400,10050,10150,13170,10150
2018-02-28,10300,10450,10100,10450,16272,10450
2018-03-02,10450,11750,10250,11150,144357,11150
2018-03-05,11250,11650,11000,11050,84700,11050
2018-03-06,11050,11050,10550,10950,19921,10950
2018-03-08,10900,10900,10450,10550,23192,10550
2018-03-09,10550,10850,10550,10650,10658,10650
2018-03-12,10600,11000,10600,10850,12708,10850
2018-03-13,10850,11150,10800,11100,17201,11100
2018-03-14,11100,11150,10750,10900,14810,10900
2018-03-15,10900,11000,10850,10950,3817,10950
2018-03-16,10900,11200,10850,10900,4671,10900
2018-03-19,10750,10900,10500,10800,15531,10800
2018-03-20,10800,10800,10650,10800,2313,10800
2018-03-21,10800,10950,10750,10850,5100,10850
2018-03-22,10850,11000,10750,10900,12595,10900
2018-03-23,10750,11050,10400,10400,24463,10400
2018-03-26,10350,10700,10300,10700,8291,10700
2018-03-27,10700,10950,10700,10950,11183,10950
2018-03-28,10950,10950,10800,10950,8227,10950
2018-03-29,11050,11200,10950,11050,29794,11050
2018-03-30,11150,11200,11000,11200,9190,11200
2018-04-02,11200,11900,11150,11700,52309,11700
2018-04-03,11700,11700,11350,11650,23944,11650
2018-04-04,11550,11650,11350,11550,9701,11550
2018-04-05,11500,11650,11200,11350,8823,11350
2018-04-06,11350,11450,11250,11450,7187,11450
2018-04-09,11500,11500,11250,11450,5302,11450
2018-04-10,11450,11450,11300,11450,5493,11450
2018-04-11,11500,11650,10700,10700,42156,10700
2018-04-12,10750,11450,10700,10800,85785,10800
