,Open,High,Low,Close,Volume,Adj Close
2018-01-01,104500,104500,104500,104500,0,104500
2018-01-02,104500,105000,102500,103500,79985,103500
2018-01-03,102500,105500,102500,105000,105404,105000
2018-01-04,105000,107000,103500,104500,94886,104500
2018-01-05,104500,106000,104000,104000,63309,104000
2018-01-08,105500,110000,105000,109500,215093,109500
2018-01-09,109500,110000,107500,109000,88460,109000
2018-01-10,109000,112000,107500,108000,103437,108000
2018-01-11,109000,109000,105500,106000,123603,106000
2018-01-12,106500,109000,105500,108000,74501,108000
2018-01-15,107000,109000,106500,108000,83330,108000
2018-01-16,107500,109000,107000,107000,63245,107000
2018-01-17,106500,111000,106500,109500,161270,109500
2018-01-18,109000,111000,108500,110000,82585,110000
2018-01-19,111000,111000,108000,110000,102343,110000
2018-01-22,110000,111000,109000,110500,77694,110500
2018-01-23,110500,111000,106500,108500,112838,108500
2018-01-24,107500,108500,104500,105500,162769,105500
2018-01-25,104500,106000,103000,104000,141259,104000
2018-01-26,103500,106000,102000,105500,194579,105500
2018-01-29,105500,107000,103500,104000,152701,104000
2018-01-30,104500,106000,103500,103500,90397,103500
2018-01-31,103500,105000,101500,104000,141512,104000
2018-02-01,103500,104500,102500,103500,100414,103500
2018-02-02,103000,104000,100000,101500,107540,101500
2018-02-05,100000,102000,99900,99900,123801,99900
2018-02-06,97000,99400,96100,98900,136083,98900
2018-02-07,100000,102000,98900,99800,129058,99800
2018-02-08,99600,100500,97800,98100,102375,98100
2018-02-09,97000,97000,90600,91500,364482,91500
2018-02-12,92100,92500,89400,91200,192634,91200
2018-02-13,92000,92000,90300,90900,127814,90900
2018-02-14,90100,91900,90100,91600,61088,91600
2018-02-15,91600,91600,91600,91600,0,91600
2018-02-16,91600,91600,91600,91600,0,91600
2018-02-19,92700,92700,90200,90900,95974,90900
2018-02-20,91000,91800,90800,91600,52791,91600
2018-02-21,91800,93100,90700,92700,64697,92700
2018-02-22,91900,93100,91500,91600,49242,91600
2018-02-23,92500,93100,91400,92700,53907,92700
