,Open,High,Low,Close,Volume,Adj Close
2018-08-01,50400,52500,49500,49500,197414,49500
2018-08-02,49700,51400,48650,49850,142577,49850
2018-08-03,51200,51800,49600,49700,79581,49700
2018-08-06,50000,50000,47650,48050,85734,48050
2018-08-07,48000,48200,45500,47000,108127,47000
2018-08-08,47150,51000,46550,50700,164024,50700
2018-08-09,50700,55000,49800,52700,221201,52700
2018-08-10,53100,55100,50100,51100,132399,51100
2018-08-13,51100,52200,45250,45250,300791,45250
2018-08-14,45350,46250,42950,44500,96464,44500
2018-08-16,43150,43500,40550,41250,180936,41250
2018-08-17,41250,46250,41250,44850,288008,44850
