Date,Open,High,Low,Close,Volume,Adj Close
2018-11-28,16200,16300,12500,12500,2285719,12500
2018-11-29,12650,13600,12100,12450,1026382,12450
2018-11-30,12450,12800,12000,12100,410766,12100
2018-12-03,12400,12600,11800,11900,550548,11900
2018-12-04,11950,12100,11350,11950,304363,11950
2018-12-05,11750,12300,11550,11950,224728,11950
2018-12-06,11850,11900,10700,10900,219752,10900
2018-12-07,11000,11100,10100,10250,382598,10250
2018-12-10,10000,10100,9430,9530,280561,9530
2018-12-11,9570,10650,9550,9810,687894,9810
2018-12-12,9980,10150,9150,9420,263544,9420
2018-12-13,9470,9580,9280,9450,87702,9450
2018-12-14,9350,9380,8950,8990,125423,8990
2018-12-17,8900,8970,8340,8440,157505,8440
2018-12-18,8330,8540,8080,8140,137238,8140
2018-12-19,8210,8610,8210,8520,129968,8520
2018-12-20,8420,8820,8330,8550,61295,8550
2018-12-21,8490,9450,8490,8930,242487,8930
2018-12-24,8770,9310,8710,8840,57177,8840
2018-12-26,8680,8700,8360,8470,55594,8470
2018-12-27,8810,8880,8390,8480,37196,8480
2018-12-28,8600,9100,8600,8910,120699,8910
