,Open,High,Low,Close,Volume,Adj Close
2017-12-18,2115,2405,2110,2405,8543104,2405
2017-12-19,2400,2400,2205,2250,5632415,2250
2017-12-21,2855,3580,2710,3115,61700398,3115
2017-12-22,3020,3155,2550,2615,12187124,2615
2017-12-26,2660,2775,2455,2485,12204177,2485
2017-12-27,2505,2640,2445,2550,10176524,2550
2017-12-28,2555,2650,2255,2320,9680993,2320
2018-01-02,2325,2660,2325,2605,9869720,2605
2018-01-03,2680,2850,2520,2670,11434498,2670
2018-01-04,3095,3470,2995,3470,25019217,3470
2018-01-05,3505,4300,3210,3860,58319071,3860
2018-01-08,3780,4225,3780,3845,4680368,3845
2018-01-09,3735,3760,3560,3575,2721172,3575
2018-01-10,3630,4215,3605,4200,3388773,4200
2018-01-11,3410,3560,2940,2940,9151071,2940
2018-01-12,3195,3330,2580,2800,12401468,2800
2018-01-15,2880,3525,2825,3370,13542067,3370
2018-01-16,3230,3365,2985,3065,7053894,3065
2018-01-17,2790,2940,2500,2815,5504971,2815
2018-01-18,2990,3040,2800,2890,4892274,2890
2018-01-19,2845,3040,2710,2815,4868139,2815
2018-01-22,2865,3015,2835,2940,2421209,2940
2018-01-23,3015,3180,2990,3050,6451090,3050
2018-01-24,3105,3195,3005,3120,3544763,3120
2018-01-25,3190,3190,3080,3100,1916539,3100
2018-01-26,3130,3160,3065,3110,1396286,3110
2018-01-29,3135,3315,3000,3255,6746166,3255
2018-01-30,3290,4185,3250,3950,37787744,3950
2018-01-31,3840,4045,3630,3745,12745666,3745
2018-02-01,3715,4495,3660,4050,32098806,4050
2018-02-02,4130,4690,3815,3890,25888213,3890
2018-02-05,3770,4145,3595,3600,5771730,3600
2018-02-06,3390,3490,3150,3445,5007735,3445
2018-02-07,3640,3810,3250,3250,7005715,3250
2018-02-08,3200,3380,3170,3260,2893810,3260
2018-02-09,3115,3425,3005,3015,4021239,3015
2018-02-12,3115,3265,3030,3030,3597290,3030
2018-02-13,3100,3355,3080,3155,5638914,3155
2018-02-14,3260,3330,3170,3190,2072186,3190
2018-02-19,3340,3415,3230,3245,2286686,3245
2018-02-20,3300,3310,3230,3305,1269755,3305
2018-02-21,3535,3535,3325,3340,3788726,3340
2018-02-22,3325,3335,3195,3240,1114417,3240
2018-02-23,3200,3260,3150,3195,694310,3195
2018-02-26,3205,3235,3100,3125,596310,3125
2018-02-27,3150,3200,3050,3050,879722,3050
2018-02-28,3055,3115,2985,3010,668158,3010
2018-03-02,2960,3100,2955,3085,656548,3085
2018-03-05,3120,3230,3070,3070,986687,3070
2018-03-06,3040,3105,2985,3085,865489,3085
2018-03-08,2800,2910,2800,2855,877166,2855
2018-03-09,2865,2885,2770,2810,764755,2810
2018-03-12,2825,2980,2810,2920,1049121,2920
2018-03-13,2935,2990,2895,2960,816260,2960
2018-03-14,3045,3385,3010,3010,6592716,3010
2018-03-15,2975,3025,2890,2890,1167609,2890
2018-03-16,2900,2935,2820,2835,869284,2835
2018-03-19,2845,2880,2680,2680,823558,2680
2018-03-20,2750,3020,2705,2730,2334903,2730
2018-03-21,2765,2820,2700,2730,768321,2730
2018-03-22,2745,2790,2650,2700,1136478,2700
2018-03-23,2600,2730,2550,2555,770334,2555
2018-03-26,2505,2690,2505,2625,816268,2625
2018-03-27,2665,2675,2600,2645,521475,2645
2018-03-28,2605,2670,2470,2505,776902,2505
2018-03-29,2505,2650,2495,2545,996934,2545
2018-03-30,2570,2630,2510,2610,533576,2610
2018-04-02,2620,2630,2520,2550,505422,2550
2018-04-03,2520,2615,2515,2595,384514,2595
2018-04-04,2625,2625,2505,2520,430207,2520
2018-04-05,2515,2535,2460,2495,488758,2495
2018-04-06,2490,2505,2380,2430,567754,2430
2018-04-09,2420,2475,2390,2435,282468,2435
2018-04-10,2400,2500,2350,2440,941423,2440
2018-04-11,2480,2525,2450,2520,464606,2520
2018-04-12,2530,2690,2500,2625,1454402,2625
2018-04-13,2660,2730,2580,2590,1400232,2590
2018-04-16,2640,2710,2610,2610,678421,2610
2018-04-17,2610,2675,2545,2655,922167,2655
2018-04-18,2655,2705,2595,2645,686807,2645
2018-04-19,2740,3170,2710,2870,12885835,2870
2018-04-20,2870,2940,2805,2875,1623504,2875
2018-04-23,2920,2920,2670,2670,1440916,2670
2018-04-24,2655,3100,2655,3000,4611886,3000
2018-04-25,2980,3000,2750,2805,2667362,2805
2018-04-26,2765,2855,2765,2780,1113566,2780
2018-04-27,2855,2975,2805,2845,2049382,2845
2018-04-30,2810,2840,2680,2710,1059010,2710
