Date,Open,High,Low,Close,Volume,Adj Close
2018-11-30,1800,2340,1640,2340,24648855,2340
2018-12-03,2655,2690,2005,2035,28210144,2035
2018-12-04,2070,2170,1890,1945,12522703,1945
2018-12-05,1925,2015,1895,1940,6807667,1940
2018-12-06,1950,1950,1790,1805,5484652,1805
2018-12-07,1835,1855,1715,1725,5381333,1725
2018-12-10,1710,1765,1650,1740,2607595,1740
2018-12-11,1740,1880,1690,1695,8383473,1695
2018-12-12,1710,1800,1675,1715,3863936,1715
2018-12-13,1710,1775,1705,1735,2405718,1735
2018-12-14,1760,1765,1605,1610,2438320,1610
2018-12-17,1585,1595,1485,1510,2103965,1510
2018-12-18,1490,1545,1405,1425,2747327,1425
2018-12-19,1420,1430,1350,1360,1622357,1360
2018-12-20,1365,1585,1350,1465,9791637,1465
