,Open,High,Low,Close,Volume,Adj Close
2017-12-18,8150,8150,7940,7980,119996,7980
2017-12-19,7960,8040,7570,7690,156488,7690
2017-12-21,7340,7530,7310,7390,93549,7390
2017-12-22,7400,7680,7330,7670,148193,7670
2017-12-26,7900,8100,7740,7920,212862,7920
2017-12-27,8100,8100,7850,7950,128369,7950
2017-12-28,7950,8000,7750,7880,197040,7880
2018-01-01,7880,7880,7880,7880,0,7880
2018-01-02,7990,8040,7920,8030,144616,8030
2018-01-03,8070,8390,8020,8330,347087,8330
2018-01-04,8350,8350,7810,7820,347296,7820
2018-01-05,7830,8100,7790,8080,171803,8080
2018-01-08,8050,8080,7870,7930,156171,7930
2018-01-09,7900,8040,7600,8000,249495,8000
2018-01-10,8170,8580,8000,8460,724777,8460
2018-01-11,8420,8570,8120,8190,285984,8190
2018-01-12,8190,8190,7880,7950,217103,7950
2018-01-15,7960,8030,7800,7980,102302,7980
2018-01-16,7980,8140,7900,8140,141344,8140
2018-01-17,8190,8190,7930,8100,124834,8100
2018-01-18,8030,8260,7970,8180,174102,8180
2018-01-19,8250,8250,8080,8140,106494,8140
2018-01-22,8150,8200,7950,7960,119798,7960
2018-01-23,7920,8000,7800,7930,122752,7930
2018-01-24,7930,8240,7880,8170,237830,8170
2018-01-25,8220,8500,8110,8500,424267,8500
2018-01-26,8530,8960,8380,8860,1012940,8860
2018-01-29,8800,8910,8600,8810,404220,8810
2018-01-30,8870,9230,8720,9130,822556,9130
2018-01-31,9010,9200,8660,8910,491620,8910
2018-02-01,9070,9440,9000,9420,764026,9420
2018-02-02,9400,9780,8750,8900,1249194,8900
2018-02-05,8550,8590,8250,8310,424477,8310
2018-02-06,7750,8130,7350,7970,500074,7970
2018-02-07,8110,8250,7670,7670,308574,7670
2018-02-08,7680,8010,7680,7920,117694,7920
2018-02-09,7610,7850,7600,7750,135965,7750
2018-02-12,7610,7850,7630,7670,166322,7670
2018-02-13,7750,7840,7700,7720,94299,7720
2018-02-14,7700,7810,7680,7760,106687,7760
2018-02-19,7780,8000,7680,7900,147180,7900
2018-02-20,7820,7950,7740,7800,132716,7800
2018-02-21,7830,7940,7750,7880,92683,7880
2018-02-22,7940,7940,7810,7830,74114,7830
2018-02-23,7900,7930,7810,7880,72578,7880
2018-02-26,7960,7960,7700,7720,153835,7720
2018-02-27,7730,7850,7650,7710,121274,7710
2018-02-28,7700,7730,7470,7500,133737,7500
2018-03-02,7200,7250,6720,6930,489024,6930
2018-03-05,6900,6920,6560,6560,221178,6560
2018-03-06,6590,6690,6440,6610,146704,6610
2018-03-08,6480,6600,6420,6540,63025,6540
2018-03-09,6620,6620,6470,6540,85317,6540
2018-03-12,6550,7200,6550,6730,498401,6730
2018-03-13,6820,6850,6730,6780,110933,6780
2018-03-14,6780,6800,6700,6730,41450,6730
2018-03-15,6740,6970,6690,6890,150384,6890
2018-03-16,6890,6940,6860,6900,56643,6900
2018-03-19,6920,6920,6310,6600,211779,6600
2018-03-20,6600,6700,6330,6600,82841,6600
2018-03-21,6640,6770,6530,6700,102132,6700
2018-03-22,6640,6740,6490,6500,155832,6500
2018-03-23,6410,6420,6040,6100,167044,6100
2018-03-26,5930,6100,5610,5960,216834,5960
2018-03-27,5750,6160,5750,6100,118579,6100
2018-03-28,6070,6120,5870,5940,88730,5940
2018-03-29,5940,6030,5850,6020,61740,6020
2018-03-30,6100,6100,5970,6070,40560,6070
2018-04-02,6060,6250,6020,6170,67390,6170
2018-04-03,5940,6170,5940,6040,44141,6040
2018-04-04,6150,6150,5730,5860,151666,5860
2018-04-05,5890,5890,5580,5820,134992,5820
2018-04-06,5730,5810,5560,5690,104677,5690
2018-04-09,5680,6660,5650,6120,635202,6120
2018-04-10,6100,6200,6020,6170,114303,6170
2018-04-11,6110,6210,6030,6110,76324,6110
2018-04-12,6070,6180,5990,6000,76180,6000
