,Open,High,Low,Close,Volume,Adj Close
2018-02-19,21300,21550,21000,21450,11485,21450
2018-02-20,21450,21750,21300,21600,17918,21600
2018-02-21,21400,21800,21300,21650,17354,21650
2018-02-22,21650,21650,21300,21350,16041,21350
2018-02-23,21500,21550,21150,21400,22955,21400
2018-02-26,21400,21650,21350,21500,9898,21500
2018-02-27,21650,21650,21200,21250,19240,21250
2018-02-28,21400,21400,21000,21300,10784,21300
2018-03-02,21250,21600,21000,21150,22505,21150
2018-03-05,21150,21200,20850,20900,16736,20900
2018-03-06,20900,21350,20850,20950,13092,20950
2018-03-07,21150,21150,20800,20950,16863,20950
2018-03-08,21200,21300,20800,21250,14815,21250
2018-03-09,21300,21600,21000,21550,24226,21550
2018-03-12,21400,21850,21400,21850,15332,21850
2018-03-13,21850,21900,21600,21700,16847,21700
2018-03-14,21750,21750,21250,21350,26384,21350
2018-03-15,21200,21900,21200,21850,36364,21850
2018-03-16,22000,22000,21200,21450,32078,21450
2018-03-19,21150,21700,21100,21200,24858,21200
2018-03-20,21250,21250,20950,21150,11856,21150
2018-03-21,21050,21150,20750,21100,36883,21100
2018-03-22,20900,21550,20850,21450,16467,21450
2018-03-23,21050,21200,20850,20850,17937,20850
2018-03-26,20850,21050,20500,20900,10733,20900
2018-03-27,21150,21150,20850,20950,15927,20950
2018-03-28,21150,21150,20550,20800,21262,20800
2018-03-29,20800,20800,20600,20700,10926,20700
2018-03-30,21100,21100,20700,20700,20670,20700
2018-04-02,20750,21050,20600,20750,16284,20750
2018-04-03,20600,20850,20550,20850,9433,20850
2018-04-04,20950,20950,20500,20500,18051,20500
2018-04-05,20600,20700,20350,20450,14334,20450
2018-04-06,20150,20450,20100,20150,22920,20150
2018-04-09,20150,20450,19900,20250,29985,20250
2018-04-10,20100,20150,19750,19950,24997,19950
2018-04-11,20200,20400,19900,20000,36931,20000
2018-04-12,20200,20600,19850,20550,23681,20550
2018-04-13,20450,20700,20100,20600,30568,20600
2018-04-16,20400,20400,20100,20350,17095,20350
2018-04-17,20350,20700,20050,20300,24717,20300
2018-04-18,20500,20500,20050,20100,19784,20100
2018-04-19,20000,20250,20000,20200,24426,20200
2018-04-20,20050,20250,20050,20050,15850,20050
2018-04-23,19950,20050,19850,20000,21924,20000
2018-04-24,20000,20200,19950,20050,14852,20050
2018-04-25,20000,20100,19850,19900,23560,19900
2018-04-26,20000,20100,19900,19950,12960,19950
2018-04-27,20000,20150,19900,20000,19302,20000
2018-04-30,20100,20150,19900,20000,16140,20000
2018-05-02,20000,20000,19700,20000,19499,20000
2018-05-03,19700,19800,19400,19500,43567,19500
2018-05-04,19400,19550,18500,18750,75694,18750
2018-05-08,18750,18750,17350,17700,71300,17700
2018-05-09,17800,18100,17600,17950,31745,17950
2018-05-10,18150,18150,17750,18050,12392,18050
2018-05-11,17950,18600,17900,18600,20180,18600
2018-05-14,18850,19000,18450,19000,21370,19000
2018-05-15,19000,19050,18750,18950,8251,18950
2018-05-16,18950,18950,18600,18850,12131,18850
2018-05-17,18850,19000,18600,18950,9948,18950
2018-05-18,18950,19000,18500,19000,18339,19000
2018-05-21,19000,19000,18600,18950,12110,18950
2018-05-23,18600,19000,18600,18850,7448,18850
2018-05-24,18850,18950,18000,18100,19039,18100
2018-05-25,18100,18900,17900,18400,28219,18400
2018-05-28,18450,18550,17850,18500,18049,18500
2018-05-29,18450,18750,17900,18350,30092,18350
2018-05-30,18350,18350,17800,17950,8498,17950
2018-05-31,17950,17950,17650,17800,5490,17800
2018-06-01,17800,17800,17400,17600,12576,17600
2018-06-04,17600,17600,17200,17400,18143,17400
2018-06-05,17500,17500,17150,17300,14150,17300
2018-06-07,17300,17450,17200,17400,11640,17400
2018-06-08,17450,17600,17350,17600,8793,17600
2018-06-11,17600,18000,17350,18000,19243,18000
2018-06-12,17900,18000,17450,17500,19817,17500
2018-06-14,17500,17550,16850,16900,36491,16900
2018-06-15,16900,17200,16900,17000,10285,17000
2018-06-18,17100,17150,16550,16750,11980,16750
2018-06-19,16550,16950,15300,15500,55940,15500
2018-06-20,15500,16000,15100,15200,45770,15200
2018-06-21,15450,16250,15200,16000,44586,16000
2018-06-22,16500,16750,16250,16450,50962,16450
2018-06-25,16200,16450,16150,16400,15614,16400
2018-06-26,16250,16400,16100,16400,11257,16400
2018-06-27,16300,16600,16100,16300,19590,16300
2018-06-28,16250,16300,15850,16300,15085,16300
2018-06-29,16300,16500,16000,16400,27098,16400
2018-07-02,16450,16700,16200,16550,18725,16550
2018-07-03,16600,16600,15750,16200,30651,16200
2018-07-04,15950,16500,15950,16050,22025,16050
2018-07-05,16150,16200,15750,16100,12531,16100
