Date,Open,High,Low,Close,Volume,Adj Close
2018-01-02,2005,2015,2005,2015,7337,2015
2018-01-03,2015,2015,2010,2015,4999,2015
2018-01-04,2010,2020,2005,2015,17615,2015
2018-01-05,2010,2020,2010,2010,24889,2010
2018-01-08,2010,2020,2005,2015,75006,2015
2018-01-09,2015,2015,2015,2015,0,2015
2018-01-10,2010,2020,2010,2015,68857,2015
2018-01-11,2015,2015,2015,2015,0,2015
2018-01-12,2020,2020,2010,2020,14084,2020
2018-01-15,2010,2020,2010,2015,50555,2015
2018-01-16,2015,2015,2015,2015,0,2015
2018-01-17,2015,2015,2015,2015,0,2015
2018-01-18,2010,2015,2010,2015,11458,2015
2018-01-19,2020,2020,2010,2020,12397,2020
2018-01-22,2020,2020,2020,2020,0,2020
2018-01-23,2025,2025,2015,2020,3823,2020
2018-01-24,2015,2020,2015,2015,9480,2015
2018-01-25,2015,2020,2010,2020,58894,2020
2018-01-26,2015,2020,2015,2020,37371,2020
2018-01-29,2020,2025,2015,2025,41378,2025
2018-01-30,2020,2025,2015,2020,13326,2020
2018-01-31,2020,2025,2015,2025,27564,2025
2018-02-01,2020,2025,2020,2025,4553,2025
2018-02-02,2025,2025,2015,2025,52675,2025
2018-02-05,2020,2025,2020,2025,9060,2025
2018-02-06,2020,2025,2015,2025,136337,2025
2018-02-07,2020,2025,2020,2020,73660,2020
2018-02-08,2020,2025,2020,2020,30644,2020
2018-02-12,2020,2025,2020,2025,48121,2025
2018-02-13,2020,2025,2020,2020,241422,2020
2018-02-14,2020,2025,2020,2020,102715,2020
2018-02-19,2020,2020,2020,2020,24085,2020
2018-02-20,2020,2025,2020,2020,75074,2020
2018-02-21,2020,2025,2020,2025,184449,2025
2018-02-22,2025,2030,2025,2025,139719,2025
