,Open,High,Low,Close,Volume,Adj Close
2017-12-27,0,0,0,0,0,0
2018-01-02,1066000,1120000,1066000,1102000,2960,1102000
2018-01-03,1097000,1115000,1097000,1099000,2711,1099000
2018-01-04,1100000,1104000,1076000,1080000,2486,1080000
2018-01-05,1079000,1090000,1074000,1083000,1077,1083000
2018-01-08,1085000,1095000,1073000,1083000,856,1083000
2018-01-09,1083000,1134000,1081000,1127000,3224,1127000
2018-01-10,1117000,1139000,1110000,1137000,1603,1137000
2018-01-11,1149000,1154000,1126000,1138000,1807,1138000
2018-01-12,1135000,1144000,1119000,1125000,1596,1125000
2018-01-15,1121000,1142000,1103000,1106000,1102,1106000
2018-01-16,1104000,1116000,1093000,1095000,1633,1095000
2018-01-17,1093000,1107000,1066000,1069000,3222,1069000
2018-01-18,1069000,1080000,1053000,1056000,2749,1056000
2018-01-19,1054000,1061000,1052000,1058000,2123,1058000
2018-01-22,1068000,1069000,1006000,1010000,5540,1010000
2018-01-23,1011000,1024000,1011000,1014000,3194,1014000
2018-01-24,1020000,1041000,1017000,1037000,1858,1037000
2018-01-25,1045000,1047000,1035000,1046000,2338,1046000
2018-01-26,1046000,1051000,1036000,1043000,1595,1043000
2018-01-29,1043000,1064000,1043000,1058000,1887,1058000
2018-01-30,1064000,1075000,1054000,1055000,1370,1055000
2018-01-31,1059000,1066000,1022000,1060000,2890,1060000
2018-02-01,1056000,1074000,1047000,1072000,1597,1072000
2018-02-02,1072000,1075000,1039000,1044000,1588,1044000
2018-02-05,1039000,1043000,1014000,1021000,2280,1021000
2018-02-06,1005000,1008000,991000,1008000,3202,1008000
2018-02-07,1010000,1039000,1008000,1021000,2869,1021000
2018-02-08,1010000,1040000,1010000,1031000,2229,1031000
2018-02-09,1006000,1037000,1006000,1033000,2523,1033000
2018-02-12,1030000,1037000,1013000,1025000,1208,1025000
2018-02-13,1023000,1045000,1009000,1022000,1932,1022000
2018-02-14,1026000,1042000,1024000,1036000,1252,1036000
2018-02-15,1036000,1036000,1036000,1036000,0,1036000
2018-02-16,1036000,1036000,1036000,1036000,0,1036000
2018-02-19,1048000,1051000,1035000,1045000,963,1045000
