,Open,High,Low,Close,Volume,Adj Close
2017-12-18,3180,3235,3155,3200,129855,3200
2017-12-19,3200,3235,3140,3190,171234,3190
2017-12-21,3130,3145,2960,3025,124099,3025
2017-12-22,3000,3085,2975,3065,72617,3065
2017-12-26,3095,3175,3055,3100,131580,3100
2017-12-27,3105,3130,3060,3120,46660,3120
2017-12-28,3140,3200,3120,3170,62462,3170
2018-01-01,3170,3170,3170,3170,0,3170
2018-01-02,3090,3170,3015,3125,102630,3125
2018-01-03,3165,3195,3095,3115,104740,3115
2018-01-04,3125,3150,3070,3095,73945,3095
2018-01-05,3135,3140,3015,3080,66467,3080
2018-01-08,3055,3070,2955,3040,124006,3040
2018-01-09,3020,3085,2980,3000,131371,3000
2018-01-10,3005,3085,2990,3075,97445,3075
2018-01-11,3075,3100,3055,3085,82504,3085
2018-01-12,3085,3235,3080,3235,176214,3235
2018-01-15,3275,3275,3165,3210,167612,3210
2018-01-16,3215,3265,3180,3255,74615,3255
2018-01-17,3220,3330,3220,3255,123509,3255
2018-01-18,3240,3300,3215,3300,62633,3300
2018-01-19,3305,3400,3305,3390,134413,3390
2018-01-22,3390,3390,3300,3305,71250,3305
2018-01-23,3305,3305,3155,3260,94729,3260
2018-01-24,3295,3350,3275,3330,62064,3330
2018-01-25,3285,3350,3285,3290,56513,3290
2018-01-26,3260,3345,3260,3345,29559,3345
2018-01-29,3405,3405,3305,3360,77662,3360
2018-01-30,3335,3385,3320,3375,85118,3375
2018-01-31,3340,3400,3270,3305,67622,3305
2018-02-01,3340,3350,3260,3305,44423,3305
2018-02-02,3300,3720,3300,3545,841992,3545
2018-02-05,3560,3685,3495,3570,477478,3570
2018-02-06,3490,3540,3215,3525,253837,3525
2018-02-07,3525,3640,3400,3490,203305,3490
2018-02-08,3445,3510,3380,3470,148218,3470
2018-02-09,3410,3410,3230,3295,175145,3295
2018-02-12,3410,3410,3155,3165,133680,3165
2018-02-13,3170,3200,3050,3145,133692,3145
2018-02-14,3155,3190,3125,3180,46339,3180
2018-02-19,3180,3320,3170,3300,36210,3300
2018-02-20,3300,3395,3225,3380,55459,3380
2018-02-21,3375,3420,3350,3400,55523,3400
2018-02-22,3405,3405,3335,3355,64088,3355
2018-02-23,3355,3530,3325,3480,145677,3480
2018-02-26,3475,3600,3380,3550,372107,3550
2018-02-27,3530,3695,3390,3425,540983,3425
2018-02-28,3380,3465,3365,3455,114948,3455
2018-03-02,3445,3460,3375,3445,67090,3445
2018-03-05,3440,3540,3365,3395,163492,3395
2018-03-06,3360,3475,3360,3450,78344,3450
2018-03-08,3155,3230,3155,3210,46779,3210
2018-03-09,3190,3240,3160,3175,60999,3175
2018-03-12,3190,3215,3105,3210,65009,3210
2018-03-13,3110,3300,3110,3285,115881,3285
2018-03-14,3300,3395,3285,3380,93809,3380
2018-03-15,3380,3470,3320,3430,75493,3430
2018-03-16,3435,3460,3385,3420,80041,3420
2018-03-19,3400,3450,3230,3420,81001,3420
2018-03-20,3380,3420,3355,3415,54044,3415
2018-03-21,3420,3500,3380,3470,121903,3470
2018-03-22,3530,3550,3470,3480,148124,3480
2018-03-23,3485,4090,3400,3480,2948310,3480
2018-03-26,3460,3490,3300,3450,285115,3450
2018-03-27,3500,3540,3380,3405,212032,3405
2018-03-28,3335,3580,3320,3550,315182,3550
2018-03-29,3630,3630,3490,3520,164814,3520
2018-03-30,3520,3575,3490,3530,88622,3530
2018-04-02,3530,3550,3395,3470,166919,3470
2018-04-03,3470,4000,3405,3700,1145556,3700
2018-04-04,3760,3800,3635,3635,347287,3635
2018-04-05,3640,4585,3640,4020,167,4020
2018-04-06,4050,4055,3800,3925,1121863,3925
