Date,open,high,low,close,volume,adjclose
2018-08-09,4290,4325,4230,4320,28619,4320
2018-08-08,4230,4270,4230,4270,11890,4270
2018-08-07,4285,4285,4235,4270,7882,4270
2018-08-06,4260,4290,4225,4285,17249,4285
2018-08-03,4205,4260,4195,4260,9550,4260
2018-08-02,4285,4285,4200,4245,15096,4245
2018-08-01,4275,4295,4230,4275,12012,4275
2018-07-31,4260,4285,4190,4275,31712,4275
2018-07-30,4180,4275,4165,4260,31275,4260
2018-07-27,4215,4265,4170,4210,13613,4210
2018-07-26,4175,4225,4080,4180,26341,4180
2018-07-25,4180,4290,4080,4185,19742,4185
2018-07-24,4220,4245,4125,4235,7918,4235
2018-07-23,4190,4265,4165,4220,10715,4220
2018-07-20,4250,4330,4190,4230,22613,4230
2018-07-19,4300,4300,4200,4250,19135,4250
2018-07-18,4350,4390,4255,4320,20175,4320
2018-07-17,4350,4385,4310,4370,25993,4370
2018-07-16,4320,4350,4290,4345,13293,4345
2018-07-13,4260,4320,4230,4320,15264,4320
2018-07-12,4255,4265,4195,4260,14571,4260
2018-07-11,4280,4290,4170,4255,48056,4255
2018-07-10,4160,4240,4150,4215,36473,4215
2018-07-09,4250,4250,4125,4125,28487,4125
2018-07-06,4175,4300,4160,4250,18255,4250
2018-07-05,4205,4250,4125,4175,16743,4175
2018-07-04,4220,4220,4150,4205,13957,4205
2018-07-03,4110,4250,4105,4205,43428,4205
2018-07-02,4300,4375,4150,4170,42671,4170
2018-06-29,4270,4330,4225,4330,25081,4330
