Date,open,high,low,close,volume,adjclose
2018-08-09,13700,14200,13500,13900,32757,13900
2018-08-08,13700,13850,13450,13750,39387,13750
2018-08-07,14050,14100,13600,13700,51688,13700
2018-08-06,14000,14100,13550,14050,26757,14050
2018-08-03,14050,14300,13800,14000,39794,14000
2018-08-02,14250,14350,14000,14100,17941,14100
2018-08-01,13850,14300,13500,14250,65243,14250
2018-07-31,14100,14100,13750,13850,21719,13850
2018-07-30,14150,14150,13900,14000,16696,14000
2018-07-27,13950,14200,13600,14150,38657,14150
2018-07-26,14400,14400,13750,13900,103343,13900
2018-07-25,14500,14500,14200,14200,35352,14200
2018-07-24,14500,14550,14350,14500,14888,14500
2018-07-23,14800,14850,14300,14500,64026,14500
2018-07-20,14850,15100,14150,14800,66991,14800
2018-07-19,14950,14950,14550,14800,18161,14800
2018-07-18,14950,14950,14700,14800,13127,14800
2018-07-17,14950,14950,14700,14850,7564,14850
2018-07-16,14800,15000,14700,14850,14789,14850
2018-07-13,14850,15000,14550,14900,42605,14900
2018-07-12,15450,15450,14850,14900,40736,14900
2018-07-11,15350,15550,14900,15500,25322,15500
2018-07-10,14750,15450,14750,15350,28406,15350
2018-07-09,14600,14800,14450,14600,35416,14600
2018-07-06,14450,14800,14100,14750,76952,14750
2018-07-05,14750,14850,14000,14500,95940,14500
2018-07-04,15000,15000,14750,14850,29380,14850
2018-07-03,15350,15350,14600,15100,51940,15100
2018-07-02,15650,15650,15050,15300,15763,15300
2018-06-29,15100,15600,15000,15550,14836,15550
