Date,open,high,low,close,volume,adjclose
2018-08-08,47100,47100,46600,47000,23,47000
2018-08-07,47200,47200,46850,47150,23,47150
2018-08-06,46550,47000,46350,47000,701,47000
2018-08-03,46250,46700,46250,46600,54,46600
2018-08-02,46700,46900,46250,46400,89,46400
2018-08-01,46300,46900,46250,46500,110,46500
2018-07-31,46500,46950,46300,46700,20,46700
2018-07-30,46950,46950,46250,46550,151,46550
2018-07-27,46100,46700,46000,46450,194,46450
2018-07-26,46500,46950,46100,46500,368,46500
2018-07-25,46000,46600,46000,46500,68,46500
2018-07-24,46150,46500,46000,46400,311,46400
2018-07-23,46500,47100,46150,46600,191,46600
2018-07-20,47350,47350,46400,47000,209,47000
2018-07-19,47550,47550,46600,47400,174,47400
2018-07-18,47650,47850,47400,47550,630,47550
2018-07-17,48100,48450,46550,47650,318,47650
2018-07-16,48000,48800,47600,48100,373,48100
2018-07-13,47650,48050,47550,47850,195,47850
2018-07-12,47000,48000,47000,47650,204,47650
2018-07-11,46500,47400,46500,46950,173,46950
2018-07-10,46900,47750,46750,47550,873,47550
2018-07-09,47650,47650,46600,46900,127,46900
2018-07-06,47100,47400,46550,47300,185,47300
2018-07-05,48100,48100,47000,47400,390,47400
2018-07-04,47200,48000,47050,47550,357,47550
2018-07-03,46750,48050,46750,47500,101,47500
2018-07-02,47650,48100,46600,47300,497,47300
2018-06-29,47950,48050,47400,47600,97,47600
2018-06-28,47700,48000,47050,47700,255,47700
