Date,open,high,low,close,volume,adjclose
2018-08-10,1495,1500,1475,1485,160213,1485
2018-08-09,1495,1500,1480,1500,87155,1500
2018-08-08,1490,1505,1480,1500,84132,1500
2018-08-07,1500,1500,1475,1490,138325,1490
2018-08-06,1510,1520,1485,1485,209529,1485
2018-08-03,1470,1515,1470,1505,387122,1505
2018-08-02,1465,1490,1450,1470,187133,1470
2018-08-01,1470,1485,1450,1460,232138,1460
2018-07-31,1460,1475,1440,1460,160388,1460
2018-07-30,1445,1475,1440,1465,208480,1465
2018-07-27,1435,1465,1430,1455,230621,1455
2018-07-26,1440,1455,1425,1430,478141,1430
2018-07-25,1500,1510,1430,1435,399369,1435
2018-07-24,1500,1530,1485,1490,508890,1490
2018-07-23,1515,1540,1460,1520,982106,1520
2018-07-20,1520,1560,1505,1520,882725,1520
2018-07-19,1485,1525,1460,1520,928872,1520
2018-07-18,1505,1515,1475,1480,385605,1480
2018-07-17,1480,1510,1440,1495,557434,1495
2018-07-16,1495,1500,1465,1475,399084,1475
2018-07-13,1530,1530,1480,1495,421718,1495
2018-07-12,1495,1515,1465,1495,544291,1495
2018-07-11,1485,1530,1480,1490,697512,1490
2018-07-10,1460,1505,1460,1490,625746,1490
2018-07-09,1455,1485,1435,1450,441081,1450
2018-07-06,1460,1510,1395,1465,1113115,1465
2018-07-05,1550,1565,1440,1450,1665312,1450
2018-07-04,1570,1610,1550,1560,1515410,1560
2018-07-03,1615,1660,1550,1565,2523936,1565
2018-07-02,1750,1850,1645,1645,3498357,1645
