Date,open,high,low,close,volume,adjclose
2018-08-07,1455,1475,1440,1460,213958,1460
2018-08-06,1435,1465,1430,1450,104786,1450
2018-08-03,1425,1445,1415,1435,107736,1435
2018-08-02,1445,1445,1410,1425,90137,1425
2018-08-01,1435,1460,1420,1440,177982,1440
2018-07-31,1405,1430,1405,1430,155420,1430
2018-07-30,1390,1425,1385,1410,138015,1410
2018-07-27,1400,1415,1390,1390,224389,1390
2018-07-26,1380,1410,1380,1400,151387,1400
2018-07-25,1390,1470,1370,1380,583002,1380
2018-07-24,1375,1410,1375,1405,154838,1405
2018-07-23,1390,1420,1365,1375,208876,1375
2018-07-20,1420,1420,1380,1405,158850,1405
2018-07-19,1410,1420,1375,1400,366583,1400
2018-07-18,1440,1460,1425,1425,224022,1425
2018-07-17,1425,1460,1425,1435,186959,1435
2018-07-16,1440,1455,1420,1435,237261,1435
2018-07-13,1435,1435,1415,1430,216810,1430
2018-07-12,1440,1445,1400,1425,302109,1425
2018-07-11,1480,1480,1420,1430,298598,1430
2018-07-10,1475,1485,1450,1460,279374,1460
2018-07-09,1465,1505,1430,1455,693444,1455
2018-07-06,1435,1575,1390,1455,2562520,1455
2018-07-05,1385,1440,1365,1420,201156,1420
2018-07-04,1370,1410,1365,1385,127519,1385
2018-07-03,1360,1435,1355,1390,363500,1390
2018-07-02,1395,1455,1370,1370,557913,1370
2018-06-29,1390,1410,1360,1395,296800,1395
2018-06-28,1415,1435,1390,1390,269632,1390
2018-06-27,1440,1465,1405,1410,326895,1410
