Date,open,high,low,close,volume,adjclose
2018-08-07,34300,35000,34300,34900,459,34900
2018-08-06,35350,35350,34900,34900,1150,34900
2018-08-03,35300,35300,34400,35100,1640,35100
2018-08-02,35150,35300,34550,34800,1673,34800
2018-08-01,34500,35100,34350,35000,746,35000
2018-07-31,33100,34800,33100,34500,640,34500
2018-07-30,34500,34650,34300,34300,689,34300
2018-07-27,33050,35000,33000,34650,3330,34650
2018-07-26,34050,34050,32900,33850,324,33850
2018-07-25,33300,33450,32850,33150,1398,33150
2018-07-24,33500,33800,32650,33500,1456,33500
2018-07-23,33650,34000,33100,33100,1185,33100
2018-07-20,33100,33600,32800,33500,1770,33500
2018-07-19,33700,33700,33000,33500,1087,33500
2018-07-18,35000,35000,33700,33700,878,33700
2018-07-17,33800,34500,33350,34500,776,34500
2018-07-16,35150,35150,33100,33800,1094,33800
2018-07-13,34450,35150,34350,34450,762,34450
2018-07-12,34500,35700,33700,34450,1036,34450
2018-07-11,35300,35650,34500,34700,1240,34700
2018-07-10,35500,35500,34500,34900,978,34900
2018-07-09,34400,35600,34400,35600,632,35600
2018-07-06,33750,34900,33750,34850,1131,34850
2018-07-05,32550,33900,32550,33900,1570,33900
2018-07-04,32400,32600,32000,32550,610,32550
2018-07-03,32900,33100,31500,32050,5816,32050
2018-07-02,33900,34100,32800,32800,2881,32800
2018-06-29,34550,34600,33900,34100,3628,34100
2018-06-28,35000,35400,34400,34500,984,34500
2018-06-27,35500,35700,34800,35000,810,35000
