Date,open,high,low,close,volume,adjclose
2018-08-10,51500,52500,50600,51200,5884,51200
2018-08-09,49850,51500,49850,51500,8809,51500
2018-08-08,49200,50700,48950,49850,13612,49850
2018-08-07,49900,50800,48750,49450,37833,49450
2018-08-06,50100,51100,49900,50300,8201,50300
2018-08-03,48200,50800,48050,50500,11560,50500
2018-08-02,49300,49950,48150,48200,6312,48200
2018-08-01,48700,50000,48300,48850,14630,48850
2018-07-31,49550,49650,47750,47950,14365,47950
2018-07-30,49100,50400,48750,49150,9735,49150
2018-07-27,49950,49950,48350,49250,8034,49250
2018-07-26,51000,51000,48300,48450,9529,48450
2018-07-25,48500,49850,48300,48600,12393,48600
2018-07-24,50300,50300,48100,48500,4774,48500
2018-07-23,50000,50000,47450,48800,8073,48800
2018-07-20,48000,50400,48000,48450,5549,48450
2018-07-19,48700,49350,48300,48300,6842,48300
2018-07-18,49500,49900,48950,48950,4596,48950
2018-07-17,48600,50400,48000,49750,17062,49750
2018-07-16,49100,50000,48900,48900,8377,48900
2018-07-13,49550,50300,49100,49850,8982,49850
2018-07-12,50000,50500,49150,49850,13400,49850
2018-07-11,49200,49800,48650,49100,19753,49100
2018-07-10,50600,51200,48550,49900,38425,49900
2018-07-09,50600,51900,49600,51400,16367,51400
2018-07-06,49000,50700,48550,50700,22673,50700
2018-07-05,50300,51200,49150,49200,12409,49200
2018-07-04,51500,52200,50500,50600,10635,50600
2018-07-03,51200,51500,50200,51500,16815,51500
2018-07-02,51600,54100,49800,51100,26188,51100
