Date,open,high,low,close,volume,adjclose
2018-08-10,3100,3120,3090,3110,2012,3110
2018-08-09,3125,3125,3075,3120,5609,3120
2018-08-08,3120,3125,3085,3125,8669,3125
2018-08-07,3115,3130,3095,3130,9215,3130
2018-08-06,3130,3130,3095,3105,3752,3105
2018-08-03,3040,3095,3040,3090,10350,3090
2018-08-02,3040,3065,3010,3045,7240,3045
2018-08-01,3050,3060,3020,3035,6131,3035
2018-07-31,3050,3050,3010,3040,7638,3040
2018-07-30,3040,3050,3020,3035,9423,3035
2018-07-27,3015,3035,3005,3035,3121,3035
2018-07-26,2970,3010,2970,3010,22081,3010
2018-07-25,3010,3020,2970,2970,24561,2970
2018-07-24,3045,3045,3015,3015,15207,3015
2018-07-23,3090,3100,3025,3045,23599,3045
2018-07-20,3095,3100,3070,3090,1912,3090
2018-07-19,3115,3115,3080,3090,6712,3090
2018-07-18,3110,3115,3095,3115,8512,3115
2018-07-17,3105,3140,3080,3110,11423,3110
2018-07-16,3155,3175,3125,3135,6618,3135
2018-07-13,3115,3150,3110,3150,7727,3150
2018-07-12,3115,3125,3085,3115,3774,3115
2018-07-11,3115,3130,3085,3110,13174,3110
2018-07-10,3140,3140,3080,3125,33832,3125
2018-07-09,3120,3145,3055,3145,22836,3145
2018-07-06,3045,3120,3045,3120,11873,3120
2018-07-05,3080,3080,3015,3040,10306,3040
2018-07-04,3000,3055,3000,3045,20566,3045
2018-07-03,3050,3080,3015,3040,27933,3040
2018-07-02,3120,3125,3045,3070,13225,3070
