Date,open,high,low,close,volume,adjclose
2018-08-09,11100,11150,10850,11050,5083,11050
2018-01-31,13550,13700,13250,13450,23674,13450
2018-01-30,13600,13850,13250,13700,41385,13700
2018-01-29,12950,13650,12850,13500,74312,13500
2018-01-26,12750,13150,12400,12800,68497,12800
2018-01-25,13050,13050,12550,12700,70146,12700
2018-01-24,13050,13200,12750,13050,42865,13050
2018-01-23,13300,13550,12800,13000,42445,13000
2018-01-22,13800,14000,13300,13450,30923,13450
2018-01-19,14200,14250,13550,14000,28549,14000
2018-01-18,13200,14150,13000,14000,67645,14000
2018-01-17,12950,13300,12800,13200,23431,13200
2018-01-16,13450,13450,12150,12800,55700,12800
2018-01-15,13200,13400,12850,13050,8412,13050
2018-01-12,13050,13300,12700,13150,23769,13150
2018-01-11,13250,13500,13050,13250,4912,13250
2018-01-10,13850,13850,13250,13300,6412,13300
2018-01-09,13000,13750,12800,13400,19395,13400
2018-01-08,13700,13750,13100,13150,9828,13150
2018-01-05,13650,13750,13300,13450,19331,13450
2018-01-04,13700,13750,13500,13650,19392,13650
2018-01-03,13500,13750,13350,13700,23961,13700
2018-01-02,13400,13850,13250,13750,11621,13750
2017-12-28,13650,13850,13350,13700,11907,13700
2017-12-27,13400,13900,13250,13650,27538,13650
2017-12-26,13600,13600,13100,13250,10024,13250
2017-12-22,13600,13650,13200,13450,8255,13450
2017-12-21,13200,13400,13200,13400,33594,13400
2017-12-19,13550,13550,13000,13300,28563,13300
2017-12-18,13350,13700,13300,13350,28400,13350
