Date,open,high,low,close,volume,adjclose
2018-08-07,19850,20150,19700,19850,12892,19850
2018-08-06,19900,20300,19750,19850,19628,19850
2018-08-03,19550,20150,19550,19900,38694,19900
2018-08-02,19850,19900,19600,19600,32289,19600
2018-08-01,20100,20150,19800,19900,15998,19900
2018-07-31,19700,20150,19450,20150,40653,20150
2018-07-30,19550,20050,19500,19700,27715,19700
2018-07-27,19550,19750,19400,19550,13919,19550
2018-07-26,19150,19700,19050,19550,44526,19550
2018-07-25,19400,19650,18950,19150,39746,19150
2018-07-24,18650,19650,18650,19350,37547,19350
2018-07-23,19100,19100,18700,19000,35463,19000
2018-07-20,18650,19250,18650,19100,31637,19100
2018-07-19,19000,19200,18650,18850,80195,18850
2018-07-18,19400,19400,18650,19000,144128,19000
2018-07-17,19300,19450,19200,19400,18498,19400
2018-07-16,20100,20200,19200,19450,88991,19450
2018-07-13,19500,20100,19400,20000,35825,20000
2018-07-12,19500,20000,19150,19600,44184,19600
2018-07-11,19100,19900,19100,19450,34378,19450
2018-07-10,19250,19600,19200,19300,18765,19300
2018-07-09,19550,19550,19050,19250,30744,19250
2018-07-06,19350,19800,19150,19700,22898,19700
2018-07-05,19800,19800,19100,19350,49315,19350
2018-07-04,19400,19900,19300,19800,33520,19800
2018-07-03,19250,19700,19100,19450,52836,19450
2018-07-02,20200,20300,19150,19200,61306,19200
2018-06-29,19350,19900,19200,19900,45519,19900
2018-06-28,19500,19950,19150,19300,58987,19300
2018-06-27,20000,20150,19250,19250,61936,19250
