Date,open,high,low,close,volume,adjclose
2018-08-10,1420,1470,1400,1410,900769,1410
2018-01-31,1535,1600,1525,1555,850015,1555
2018-01-30,1510,1540,1500,1535,799683,1535
2018-01-29,1570,1590,1525,1530,1104829,1530
2018-01-26,1545,1610,1530,1575,1736573,1575
2018-01-25,1425,1695,1425,1550,13492454,1550
2018-01-24,1400,1450,1400,1415,648529,1415
2018-01-23,1415,1430,1395,1405,676323,1405
2018-01-22,1405,1415,1385,1405,476184,1405
2018-01-19,1395,1465,1380,1415,1722901,1415
2018-01-18,1420,1430,1380,1395,916895,1395
2018-01-17,1415,1420,1400,1415,572210,1415
2018-01-16,1365,1430,1360,1420,1286219,1420
2018-01-15,1410,1410,1350,1355,668697,1355
2018-01-12,1430,1470,1380,1385,1257690,1385
2018-01-11,1380,1465,1350,1415,2003555,1415
2018-01-10,1375,1385,1345,1360,736929,1360
2018-01-09,1355,1395,1325,1360,1249714,1360
2018-01-08,1385,1385,1315,1345,935393,1345
2018-01-05,1365,1380,1310,1360,1149230,1360
2018-01-04,1310,1410,1305,1370,5270788,1370
2018-01-03,1285,1315,1255,1295,1622476,1295
2018-01-02,1085,1335,1085,1290,9089386,1290
2017-12-28,1085,1090,1065,1080,291727,1080
2017-12-27,1095,1095,1065,1085,322510,1085
2017-12-26,1090,1115,1060,1105,451625,1105
2017-12-22,1015,1135,1015,1090,2207854,1090
2017-12-21,1045,1055,1010,1015,497666,1015
2017-12-19,1090,1095,1045,1045,664950,1045
2017-12-18,1105,1105,1080,1090,307117,1090
